user_review,pengalaman visual,fungsi,performa dan stabilitas
Pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik....🖕🖕🖕,netral,netral,netral
bagus aplikasinya bisa mendengar podcast horor,netral,netral,netral
"Ini gimana ini. Gabisa register, gabisa masuk menu, pilih rekomendasi pun gabisa",netral,negatif,netral
suka banget denger scary things di sini,netral,netral,netral
"Seru banget, menghibur saat lagi galau",netral,netral,netral
Suka dengerin pengetahuan baru dari aplikasi ini keren,netral,netral,netral
Apk apaan nih mau login gk bisa eror mulu,netral,netral,negatif
aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,netral,netral,netral
NICE BAGUS BANGET SIH YA👍👍👍,netral,netral,netral
Isinya bagus cuma sering terjadi kendala di aplikasi,netral,netral,negatif
"Terimakasih, jadi ndak kesepian waktu kerja dikebun sendirian",netral,netral,netral
"Podcastny suka gak bisa diplay padahal sinyal bagus, jadi kudu kelusr masuk aplikasi dulu biar bisa. Nyebelin min",netral,negatif,negatif
Bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,netral,netral,netral
"apk bagus, ini yg saya cari cari",netral,netral,netral
Sering tidak bisa memutar video.. hanya iklan saja bolak balik yg ke puter,netral,negatif,netral
apk. nya bagus banget apalagi kalau dengar cerita horor,netral,netral,netral
Aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,netral,netral,netral
"noice the best lahhh, I like this application 🫡🫡🫡",netral,netral,netral
"Makin kesini Noice makin jadi podcastnya artis, podcast2 seru udah pada ngilang, Kembalikan Opini Tengah Malam dan Interlude",netral,netral,netral
min tolong invite SABRANG MDP.di segment edukasi.,netral,netral,netral
Kenapa radionya tidak bisa di putar?,netral,negatif,netral
tempat nongkrong audio ter kerenn,netral,netral,netral
Bagus banget apknya bisa dengerin podcast nya jadi suka saya,netral,netral,netral
Ini kalau udah VIP permanen atau sebulan sekali?,netral,netral,netral
"App nya baguss bgtt tpi pas top up bnyk iklan gpp sih,namun kalau bisa di perbaiki lgi",netral,netral,netral
Gila rekomen banget buat lu pada yang punya internet bapuk cok,netral,netral,positif
sangat terbaik mendengar podkes disaat gabut,netral,netral,netral
gw suka cerita2 atau podcast yg ada,netral,netral,netral
"keren ih di sini bisa dengerin podcast apa aja,apa lagi nih ya,dengerin yg horor gitu wussh mencekam bngt ga sih,trs ya, ga terlalu bnyk yg di suruh premium jadi yaa... BOULEH LAH YAA😋",netral,netral,netral
"Kalau versi web tidak ada opsi pengecil audio nya, nih web ga niat.orang yg ngelolanya ngantukan pasti, udah pecatin aja karyawan ga guna",netral,netral,netral
"Saya baru ganti perangkat hp, pas download noice lagi kok nggak bisa masuk akun lama saya ya. Padahal akun lama saya masih ada koinnya",netral,negatif,netral
Noice harus Berterima kasih sama Habib Ja'far nih. Banyak tmn saya termasuk saya download karena Beliau. 🙏,netral,netral,netral
"Banyak yang bilang apknya kurang bagus banyak bug , tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya",netral,netral,positif
"NOICE I nya IKLAN Mau ngeklik eps 12 musmas ada iklan, abis iklannya kelar yang ke play malah eps 2 kocakkk, mana iklannya 2x",netral,netral,netral
aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,netral,netral,netral
enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,netral,netral,netral
"Kontennya top banget, mantab sekali aplikasi ini",netral,netral,netral
"kebanyakan iklan woi, mau dengerin jd ga nyaman",netral,netral,netral
bagus banget soalnya bisa berimajinasi,netral,netral,netral
"mantap, tempat kumpulan konten audio yang keren untuk menemani perjalanan dll",netral,netral,netral
"Sekarang kalo buka appnya lama, padahal udah update tapi bugnya masih ada",netral,netral,negatif
Akan unisntall ketika Berizik selesai di Noice.,netral,netral,netral
"Pengalaman kurang memuaskan karna Terlalu banyak iklan, UI'nya jelek dan menurut saya jadi lebih ribet gak simple gitu, dan ada sih beberapa lagi yg saya gak suka tapi bagusnya, isinya lumayan banyak macemnya",negatif,netral,netral
"Iklannya tidak tanggung"" rame seperti di TV..!! Langsung uninstall...!!",netral,netral,netral
"Downgrade banget, pake koin segala sekarang",netral,netral,netral
Ritual setiap mau tidur.. Trio kurniaa kuurr kurrrr kurr kuurrrrr,netral,netral,netral
jernih ga putis2. jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa...,netral,positif,positif
Sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa ?,netral,negatif,negatif
Gilaa aplikasi ini isinya tracking semua hahaHa.,netral,netral,netral
Download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,netral,netral,netral
"Saya noicer saya pendengar lama dari musmas masih merajain top podcast,479Jam mendengarkan dan lumayan sering beli konten VIP tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang satttt,terimakasih🙏",netral,netral,netral
suka parah...gak pernah bosen dengerin nya,netral,netral,netral
Bagus banget 😭 kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 Langsung aku kasih 😭😭😭😭,netral,positif,netral
cerita menarik untuk di dengar,netral,netral,netral
"Kalo liat komen ga bisa full pas pencet more pasti force close appnya, padahal udah di update",negatif,netral,negatif
Noice makin sini makin bagus GK Kya dulu👍👍the best deh pokok ny👍👍,netral,netral,netral
"Aku kasih bintang satu aja deh, soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal / data jadi biar hemat aja gitu. Plis ya jadiin offline nih aplikasi 🙏",netral,netral,netral
"Alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi, juga saat mau tidur.",netral,netral,netral
dulu everyday dengerin. sekarang everyday pake coin.....,netral,netral,netral
"IKLANNYAAAAAAAA ya allah :( sampai 4x Baru mau dengerin, iklan. Sampai 4x.. Ganti topik, iklan lagi.",netral,netral,netral
cocok untuk jadi dongeng ps tidur✨,netral,netral,netral
"Udah top up, koinya ga masuk",netral,negatif,netral
Sinyal lancar tapi gambar ga keluar dan lemod,netral,netral,negatif
sangat suka cerita ceritanya untuk teman tidur,netral,netral,netral
"Makasih dulu sempet gratis,sekarang vip semua. Otw uninstall",netral,netral,netral
"Janjinya 100 koin buka buat unlock otomatis di podcast ""scary thing"" berikut nya, ternyata pas episode barunya nongol ttp bayar lagi 75 , aplikasi penipu !",netral,netral,netral
"Halo noice,saya sudah beli koin lewat bri saldo sudah terpotong tapi koinya kok belum masuk",netral,negatif,netral
"Cara penempatan Iklan cukup mengganggu. Tiap pilih ganti episode lain keluar iklan, Mungkin bisa dibuat penempatan iklan hanya waktu play awal waktu buka aplikasi pertama dan ada iklan lagi setelah beberapa kali ganti episode.",netral,netral,netral
Aplikasinya keren podcast horor nya dapet banget keren banget sih,netral,netral,netral
tanx.. bisa menemani waktu luang dan kerja,netral,netral,netral
Sering tiba2 lompat ke next episode sendiri padahal belum selesai. klo mau lanjut puter konten juga ga lanjut di waktu terakhir tpi mundur jauh banget. Kadang tiba tiba keluar log out sendiri juga. Mohon perbaikannya,netral,negatif,negatif
suka banget sama aplikasi nya! seneng dengerin podcasts horor disini. aku juga seneng dengerin audio series di sini! seneng bisa tau apl ini. hehe. sukses terus!,netral,netral,netral
Saya sudah top up koin 100 koin (22.000Rp) tapi kenapa tidak masuk masuk padahal saya sudah refresh berulang kali tetap saja koinnya tidak masuk:(,netral,negatif,netral
"Aplikasinya sering force close sendiri, terus sering tiba2 ganti episode sendiri. Banyak bgt iklannya. Klo gini terus mending pindah lucuflix dah",netral,negatif,negatif
Sangat rocemendid untuk di instal😆👍,netral,netral,netral
"keren, cuman kurang adanya music",netral,netral,netral
"Kebanyakan iklan,kalau 5 detik masi mending ini iklan 20an,terus ditambah teks juga agar lebih asik dengar sambil baca",netral,netral,netral
iklanya menggangu banget tolong ya dikurangin lagii tapi aplikasinya bagus bangett kok,netral,netral,netral
Terimakasih banyak untuk membuat sebuah aplikasi ini.thank you👌,netral,netral,netral
"Aplikasi goblog,cuma buat username aja susah minta ampun",negatif,negatif,netral
Download noice cuma buat dengerin scary things 🥲🥲,netral,netral,netral
ok banget buat ingat ketuhan sesudah mendengar detektif astral...kerennnnn,netral,netral,netral
Aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,netral,netral,negatif
"Kok NOICE di hp saya sering force close ya? Saya kan sering dengerin PODCAST TERBAIK DI ALAM SEMESTA MUSUH MASYARAKAT, lagi enak dengerin tiba-tiba force close dan harus ngulang lagi dari awal. Tolong dong solusinya PADUKA NOICE.",netral,netral,negatif
"download hanya mau dengerin podcast Tretan Muslim,Coki,dan Habib Ja'far",netral,netral,netral
"Heran sama pemikiran team team aplikasi ini, ga ngotak mana iklan setiap play nya lama + lama kelamaan per episode nya vip koin terbilang mahal. Kecewa bgt yg awal"" user friendly malah jadi gini nih app . Balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel. L UNTUK SEMUA YANG DINOICE",negatif,netral,netral
"So far gw demen ama noice ini, tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri, dan gw kudu buka noice dari awal lagi..gw gatau ini cuma di hp gw doang apa gmn..pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja.",netral,negatif,netral
Skrng noice kebanyakan iklannya Jir gak kek noice yg dlu,netral,netral,netral
"Beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh,wajib download kamu wajib, gk download nyesel berhari hari 5★★★★★",netral,netral,netral
donlod noice hanya karena trio kurnia. tks,netral,netral,netral
"Apk NOICE bikin kecewa,masak iya udh di hps dua kli masih kebanykan loding,pdahal udh di unistal dua kali,setlah kita donlowd lagi awal nya bisa,trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir,jringan nya juga tajam kok,udh nunggu 15 mnit masih loding hadeh,tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi.",netral,netral,negatif
Kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi 👎👎👎,netral,netral,netral
Download Yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,netral,netral,netral
Please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,netral,netral,netral
"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",netral,positif,netral
"Fitur lanjut dengerin, sangat menjengkelkan.",netral,negatif,netral
banyak kisah yg buat nemenin hari2,netral,netral,netral
"Kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. Pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",netral,netral,netral
asikk banget dengerin cerita nya,netral,netral,netral
Aplikasinya sangat bagus tentang cerita yang sangat seram di Indonesia 😄😄😄,netral,netral,netral
kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,netral,negatif,netral
aplikasinya sangat bagus dan bermanfaat,netral,netral,netral
"Kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",netral,negatif,netral
"cerita nya bagus and seru bngt, cerita horor nya juga baguss",netral,netral,netral
"Huh, sekarang ada iklan dan banyak konten yg berbayar :)",netral,netral,netral
bagus banget bisa denger cerita hororr,netral,netral,netral
Terlalu banyak iklan sangat mengganggu,netral,netral,netral
"Permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",netral,netral,netral
kalau ada coki dan tretan pasti pecah,netral,netral,netral
Udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,netral,netral,netral
"Dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",netral,netral,negatif
sampai saat ini klo trus seperti ini saya akan tambah bintang,netral,netral,netral
Percuma diinstall ga bisa dibuka,netral,netral,negatif
"Kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. Thanks untuk setahunnya, balik ke YTB dah.",netral,netral,netral
sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended GK nyesel gw download,netral,netral,netral
the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,netral,netral,netral
Buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,netral,negatif,netral
"Baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. Buset dah. Kacau!",netral,netral,netral
Dah males kalo pake bayar2an,netral,netral,netral
saya kasih 3 dulu ya,netral,netral,netral
seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,netral,netral,netral
ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,netral,netral,netral
Iklannya 6 kali dalam 1 episode,netral,netral,netral
"oke, good lah buet noicebook nya",netral,netral,netral
Gw download karna mau denger cokii ateis min,netral,netral,netral
"Baru update. Iklan nya over banget ,parah",netral,netral,netral
bagus dan sangat menyenangkan sekali,netral,netral,netral
Ngespam yt gw aplikasi kon emg,netral,netral,netral
"Noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. Tapi saran saya kenapa harus ada yang VIP kenapa gak gratis semua apa bedanya sih yang VIP sama dengan yang tidak VIP",netral,netral,netral
Bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,netral,netral,netral
"Apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",netral,negatif,netral
"Tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",netral,negatif,negatif
kerren cu paling asyik buat di ajak nongkrong,netral,netral,netral
Terlalu banyak iklan. Gk ada fitur skip iklan kayak youtube,netral,netral,netral
Makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,netral,netral,netral
Kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,netral,negatif,negatif
luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,netral,netral,netral
Makin aneh aja ini apk. Anehnya apa?. Jawaban udah di wakilkeun oleh komentar lain. 😂,netral,netral,netral
"Suka banget, bisa denger radio Surabaya Jakarta dan Makassar. Tanpa kabel² lagi. Semoga sukses terus. Bisa dengar kisah horror full",netral,netral,netral
apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,netral,netral,netral
Setelah update online demgerin radio suka mati nyala ga jelas,netral,negatif,negatif
Gila sih ini seru abiesss,netral,netral,netral
"Tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. Padahal koneksi stabil",netral,netral,negatif
Aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,netral,netral,negatif
"Komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",positif,netral,netral
"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",netral,netral,netral
bagus saya sudah pake apl ini di tahun 2019 sampai skrng,netral,netral,netral
coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. KAPITALIS,netral,netral,netral
"Tidak bisa masuk ke noicemaker studio, stuck di loading screen",netral,netral,negatif
asik dengerin nya lebih tau dari berbagai hal,netral,netral,netral
Aplikasi noice ini passs banget nemenin waktu santai gw. Kontennya banyak. Asik asik. Manteb deh pokoknya,netral,netral,netral
"ini apk skrg tiap pindah podcast iklan mulu... 2 iklan lg skrg parah bgt, mau kaya lu pada iklan banyak2 ?",netral,netral,netral
Udah top up tp coinnya belum masuk😑,netral,netral,netral
"KALO NGASIH IKLAN YA JANGAN TIAP GANTI EPISODE DONG, TIAP 5 KALI EPISODE KEK YA AMPUN",netral,netral,netral
"Mau beli koin tapi error terus padahal aplikasi udah diupdate nih, kenapa ya?",netral,negatif,netral
coin nya tolong jgn mahal2,netral,netral,netral
Kenapa gak keluar videonya woiii panteq,netral,negatif,netral
"males deskripsi kepanjangan, yang jelas ni apk mulai jelek",netral,netral,netral
best apps in the world,netral,netral,netral
kadang loading nya lama sekali padahal jaringan WiFi saya bagus,netral,netral,negatif
"Ini disuruh denger iklan doang apa ya Iklan 17 detik lancar jaya, giliran masuk ke podcast 2 detik langsung loading. Padahal sinyal kenceng",netral,negatif,negatif
iklanya lebih parah dari youtube,netral,netral,netral
Nga bagus nge bug apk nya,netral,netral,negatif
"Episode sudah di download , tapi gabisa di mainkan, payah Sekarang banyak iklan juga, itu yg bikin kaga bisa di play hasil download nya",netral,negatif,netral
"Iklannya tidak ngotak, sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast",netral,netral,netral
"bagues skli , pling suka dengerin. cerita horor",netral,netral,netral
apk yg bermanfaat buat nambah ilmu,netral,netral,netral
Untuk aplikasinya keren sng banget buat nongkrong pas jumattan trus dengerin scary things podcast wkwk pokoknya keren banget dehhh,netral,netral,netral
Bagus banget ni aplikasi bisa buat nyantai,netral,netral,netral
Saya mengklik episode yg pernah saya dengar lalu ada iklan setelah iklan malah diarahkan ke episode yg bukan saya klik,netral,negatif,netral
"Ini noice sistemnya gimana ya?gw ngeplay musmas episode 1 yg keplay malah episode lain , salalu gitu diepisode manapun ! Tolong ya saya udah baik baik ngomongnya , tolong diperbaiki lagi ya",netral,negatif,netral
"IKLAN 2X BERUNTUN 34 DETIK TOTAL, GK SEBEGITUNYA DONG",netral,netral,netral
top markotop ... serasa kembali ke jaman di mna hp anda menjadi radio 😁,netral,netral,netral
Konyol nih di perbarui malah sruh login ulang udah gitu play list nya ilang,netral,netral,netral
"Mantep sih , bisa nemanin perjalanan wkwk seru aja gitu dengerin cerita sambil jalan jalan",netral,netral,netral
noice.... bagaikan gudang ilmu yg selalu update,netral,netral,netral
Tolong lah iklan jangan di tengah² durasi,netral,netral,netral
"Ntapp kali bahh, di dengar sembari tdur juga josss",netral,netral,netral
"overall udah bagus banget sih ini, cuman masalahnya sama kek yang lain, kalau dengerin podcast terus berhenti, mau lanjutin lagi itu jarang banget tepat di menit terakhir kita berhenti dengerin, jadinya ngulang dari awal gitu.",netral,negatif,negatif
"boleh nih kalo bosen, rekomen banget pokoknya. Podcastnya beragam dan bagus2.",netral,netral,netral
Bug nya ganggu banget pas mau denger kan ada iklan trus iklannya malah ke ulang2 asem lah,netral,netral,negatif
"MUSUH MASYARAKAT SUNGGUH MENGEDUKASIIII, posternya flyermua keren2 ilustrasinya saya akui platform podcast nomor satu ya noice cuman segmentes buat orang Indonesia ya sayang banget harusnya bagus lagi kalo bisa exspansi ke pasar internasional juga, podcaster luar",netral,netral,netral
"Aplikasinya jelek 1/10, Masa mau login susah bangeett!!!!!!!!!!!!!!!!!!!!",netral,netral,negatif
sumpah enak banget di dengar pada waktu pagi minum kopi sambil ngerokok,netral,netral,netral
"Tolong tambahkan Shelter FM Cirebon, Pilaradio Cirebon, Kiss FM Medan, MFM Malang, MGT radio Bandung, dan Hits unikom radio Bandung.",netral,netral,netral
Lumayan bisa terhibur dengan aplikasi ini,netral,netral,netral
Mantap pas banget buat gw yang kerja di lapangan biar gak bosen pas Lg dijalan,netral,netral,netral
"Ini apk mantap semua nya lengkap,❤️",netral,netral,netral
Sudah uninstall app malah tambah parah. Tiap abis iklan. Play jalan tapi tidak ada suara. Kendala tersebut biasa terjadi untuk penggunan android smartcar,netral,negatif,netral
Sampah banyak iklan melebihi youtube,netral,netral,netral
Bagus banget gaada keluhan dah!,netral,netral,netral
"Mengecewakan!!! Banyak bug.....abis download banyak banyak ngebug gara gara iklan komtolll, udah dengerin episode 6 download an lanjut episode 7 eh balik episode 6 terus kek komtollll....hapus data malah suruh download ulang dan masih bug balik episode 6 katanya nunggu iklan tapi gk jalan2 iklannya kapitalis komtolll",netral,netral,negatif
"Gila, udah iklan kepanjangan, unskipable, tiap pencet judul iklan 15 detik, content mulai banyak VIP, jadwal upload juga sering ga konsisten, ubah sistem dari tiap play judul ads jadi tiap berapa menit ads, pilih judul aja gabisa tenang, iklan mulu",netral,netral,netral
Aku suka dengerin cerita horor jadi aku download,netral,netral,netral
Makin update makin ngebug. Ini malah komen di noice live ga muncul.,netral,netral,negatif
"Wah noice makin rusak ni masak gw stuck di halaman login doang, jgn kan masuk ke audio yg pengen gw denger, ke berandanya aj nggak",netral,netral,negatif
Parah sih sekarang selalu berhenti di tengah2,netral,negatif,negatif
Kok gak bisa baca taiping,netral,netral,netral
Ngebantu bgt ketika lgi sendri jadi kaya punya tmn. Seruuu bgt. keren!,netral,netral,netral
mantap bangett. gak ada obat,netral,netral,netral
Gw download noice dr awal ni aplikasi semua serba gratis sampe yg sekarang jadi JUMAWA. Dikit2 duit dikit2 duit. Iya kalian juga butuh cuan & membagikan dengan para kreator juga. Tapi emang hanya dengan cara TOP UP gitu? Kan bisa kalian pasang iklan buat dptin coin gak mesti TOP DUIT. Yg top up berapa si dibanding yang gratisan?masa gitu aja gak kepikiran.. saat,netral,netral,netral
Boleh sih kasih iklan tapi jangan gini caranya dong.. setiap mau play atau mau nengok eps terbaru aja udh di iklanin ga bisa skip pula,netral,netral,netral
Kok udah top up tapi koinnya tetap gak nambah ya? Padahal mau dengerin episode terbarunya.,netral,netral,netral
Kurang nyaman dan sesuai dengan iklannya :(,negatif,netral,netral
Kenapa sih harus ada vip nya gk kaya dulu puas Dengernya gk pake vip kesel gw,netral,netral,netral
Tampilan untuk setelan radionya dibuat kayak kemarin dong. Jadi di bawah nama radio ada judul lagu. Habis di update judul lagunya gak ada,negatif,netral,netral
suka bangat apalikasinya g ribet,positif,netral,netral
keren aplikasinya..bisa buat nemenin tidur,netral,netral,netral
"Tiap ada iklan pasti berhenti dan harus di play manual. Setelah mulai lagi, mulainya dr awal lagi",netral,negatif,netral
Install noice ingin dengar audio cast Detektif Astral. Semoga ke depan tidak banyak bug,netral,netral,netral
luar biasa sekali app ini bisa dengerin podcast edukasi dan entertain sambil rebahan....,netral,netral,netral
"bagusan yg versi sebelum nya, ini setalah di update malah makin banyak iklan dan ngga bisa di skip.",netral,netral,netral
jelek banget setiap ganti podcast ada iklan,netral,netral,netral
"Iklan terus, iklannya udh abis tetep gak bisa diplay 😌",netral,negatif,netral
Sekarang fitur download buat apa yah? Percuma dh didownload tpi ga bisa diputar dengan keadaan offline,netral,negatif,netral
Sekarang banyak banget iklan nya,netral,netral,netral
"Uinya masih ribet, back disini selalu ke home terus bukan ke page sebelumnya Juga tolong lah fitur premium, capek liat iklan muncul ampe 30 detik",negatif,netral,netral
Sekarang noice ada iklan nya ganggu banget,netral,netral,netral
iklannya gabisa di skip males bener chuaks,netral,netral,netral
ngehibur bgt. teman disaat nyetir yg paling asik,netral,netral,netral
Buat apa ada fitur download kalo ternyata harus tetep nyalain data seluler atau wi-fi untuk bisa dengerin hasil download. Mending hilangkan fitur download supaya gak ketipu.,netral,negatif,netral
"bagusss banget apk nya sampai"" kalau sekolah pasti sediain waktu buat dengar podcast di noice",netral,netral,netral
"Tidak bisa putar di latar belakang, aplikasinya selalu restart. Perangkat Samsung Tab A7",netral,negatif,negatif
Ngebak saat searching podcast dan sangat menggangu sekali Mohon perbaikannya para developer,netral,netral,negatif
Sudah membayar konten VIP tapi masih tidak bisa dibuka.,netral,negatif,netral
Keren banget noice... Kasi tempat buat muter musik dong noice,netral,netral,netral
Sekarang sudah ada iklan & kebijakan pakai koin,netral,netral,netral
_bru di download jdi d ksih 3 dlu yah_,netral,netral,netral
Ukuran download gede banget padahal kualitasnya udah paling rendah. podcastnya padahal cuma ada 15 tapi udah menyentuh 1.9gb,netral,netral,netral
recommended apa for podcast music great. thanks,netral,netral,netral
"suka sama aplikasi ini, cocok buat nemenin waktu kerja waktu nyantai sambil dengerin podcast",netral,netral,netral
setting dimana ya. notif ganggu bgt,negatif,netral,netral
mantap lah bisa buat tmn tidur potkes.a ni👍,netral,netral,netral
Noice udah gak seru lagi :(,netral,netral,netral
"Saya kira cuman saya yang mengalami,ternyata yang lain juga sama,versi yang sekarang pada saat mendengarkan sering ngebug dan saat ingin diplay lagi malah harus dari awal lagi,mohon noice sistemnya diperbaiki lagi, terimakasih",netral,negatif,negatif
"Bug nya parah ga bisa play podcast apapun, seperti stuck di iklan",netral,negatif,negatif
Lumayan untuk peganti radio dalam kehidupan zaman skrng,netral,netral,netral
asyik.....diperjalanan ga bakal bete 🤭,netral,netral,netral
"kerennn bgt, goks nih buat nemenin santai atau mau tidur",netral,netral,netral
Pas buka audio series saat buka konten dengan coin Muncul warn data truncate,netral,netral,netral
"Gimana sih, makin di update makin gak jelas interfacenya. Bukanya mudahin maalah nyusahin. Konten terbaru harusnya di halaman paling depan sekarang entah pindah kemana",negatif,netral,netral
asli ni apk Kren bgt...kalo udah kluar dari branda aja masih bisa dngrin,netral,positif,netral
"seru banget dengerinnya apa lagi yang pecinta horor, harus download nih karena banyak konten horor yang seru....",netral,netral,netral
setelah di perbarui malah ga bisa di puter .. uninstall berkali2 sama aj,netral,negatif,netral
"Aplikasi nya suka mati sendiri, terus balik ke menit awal.",netral,netral,negatif
Mending bikin sistem premium daripada koin,netral,netral,netral
Aku download buat dengerin detektif astral,netral,netral,netral
Gue beri bintang 5 gara2 mau nonton coki pardendeng,netral,netral,netral
"Aneh banget ni noice di last updatenya, pas masuk room live mental mental terus padahal sebelumnya aman-aman aja loh",netral,netral,negatif
Lumayan baik bancak ragam yg saya sukai,netral,netral,netral
Setelah di upgrade kok aku gk bisa dengerin siaran live sih mengecewakan sangat mengecewakan!,netral,negatif,netral
