,user_review,rating,review_date,pengalaman visual,fungsi,performa dan stabilitas
967,"Sekarang udah bisa dengerin Noice di versi web lewat PC atau Laptop, terima kasih atas kerja keras nya Noice =D Jadi sekarang bisa dengerin Noice tanpa khawatir HP lowbat saat Kerja ^_^ Semoga sistem log in dan download di versi web jadi lebih mudah kedepannya.",5,2023-06-19 5:31:56,netral,netral,netral
971,Ini gimana ya? Udah mau sebulan aplikasi gak bisa di buka?,1,2023-06-17 18:05:45,netral,netral,negatif
973,Min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,3,2023-06-17 5:31:27,netral,netral,negatif
975,"kok suka tiba-tiba mati sendiri ya? lg asik denger podcast, mati.. dan sering bgt gtu belakangan ini",3,2023-06-16 15:28:10,netral,netral,negatif
976,Suara iklan gak sinkron dengan suara podcast nya. Suara iklan lebih keras. Jadi kaget dan repot naik turunin volume,1,2023-06-16 9:43:27,netral,netral,netral
977,Ini gimana si kak.. setelah apdet kalo layar terkunci kok mati ya noice.. gak kayak dulu.. mohon segera diperbaiki,2,2023-06-16 6:34:02,netral,negatif,netral
981,Apalah aplikasi ini malah bikin keder...!! Tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2!?? 😤 Mendingan lihat noice di yutup aja daahh!!! 😤😤😤,1,2023-06-15 16:31:08,netral,negatif,netral
982,Kirain ada vidionya juga ternyata cuma suara,3,2023-06-15 13:21:33,netral,netral,netral
984,Min kok gwa gk bisa download pake data,3,2023-06-15 3:59:40,netral,negatif,netral
985,⁣➖➖➖➖➖⬜️⬜️ ➖➖➖➖➖⬜️⬜️⬜️ ➖➖➖➖➖⬜️⬜️⬜️⬜️ ➖➖➖➖➖⬜️⬜️🟧🟧 ➖➖➖➖➖⬜️🟧 ➖➖➖➖➖⬜️🟥 ➖⬜️⬜️⬜️➖⬜️🟥 ⬜️⬜️🟧🟥➖⬜️🟥 ⬜️🟥➖➖➖⬜️🟥 ⬜️⬜️➖➖⬜️⬜️🟥 ⬜️⬜️⬜️⬜️⬜️🟧 ➖⬜️⬜️🟥🟧,5,2023-06-15 1:40:57,netral,netral,netral
986,noice aplikasi podscast terbaik apalagi ada debat ABDUR & MAMAT makin tambah seru💣💣💣,5,2023-06-14 18:26:18,netral,netral,netral
988,"Bagus, sudah download dari musuh masyarakat season 1 sampe sekarang",5,2023-06-14 14:50:57,netral,netral,netral
992,"Sebenernya apk nya bagus, cuma pas lagi asik dengerin malah Stop gara gara jaringan lag. Padahal apk lain gaada yang lag, Tolong dong di cek koneksi nya. Bikin jengkel aja",2,2023-06-13 13:10:25,netral,netral,negatif
997,Kan bener mulai berbayar. Heeiii saya download noice krn musmas dan sekarang malah vip. Uninstall noice dan otw reuploader yutup dan saya tidak peduli.,2,2023-06-12 15:20:31,netral,netral,netral
999,"Kenapa force close terus pas dibuka, sudah update ke versi terbaru padahal",1,2023-06-12 13:04:53,netral,netral,negatif
1000,Beli konten VIP tapi kontennya dihapus 🤣 makin lawak nih noice,1,2023-06-12 10:16:47,netral,netral,netral
1001,"Iseng download noice gara-gara YouT*be yang makin hari makin ga relevan, ternyata interest juga sama konten noise terutama ""Onad Hesti"" tapi sayangnya udah ga perpanjang. Tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu",5,2023-06-12 9:17:00,netral,netral,netral
1002,"oke, cukup membuat saya pulas tidurnya",4,2023-06-12 8:53:20,netral,netral,netral
1009,Nge bug mulu tiap mau masuk malah force close,2,2023-06-11 14:50:15,netral,netral,negatif
1012,"setalah update ke andorid 13, udah gak ada lagi untuk maju atau mundurin di notif",1,2023-06-11 4:45:12,negatif,netral,netral
1013,Tolong kembalikan musuh masyarakat seperti season 1-3 VIP pun tidak masalah,1,2023-06-10 15:39:21,netral,netral,netral
1014,"banyak iklan, trus apa itu vip wkwkwk",1,2023-06-10 13:21:27,netral,netral,netral
1015,"Untuk masa penarikan diamond tolong di percepat, sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening",2,2023-06-10 10:41:07,netral,negatif,netral
1016,"Install noice cma mw dngerin MUSUH MASYARAKAT. Dulu sih oke smpai ane rekomendasi Sma teman"" buat install NOICE , tpi sekrg udh pkek koin VIP dan isi.a sprti dngerin jokes bpak"" yg Lg ronda Ciiaaaaaaaaa",1,2023-06-10 10:09:43,netral,netral,netral
1017,noice makin keren dan mulai diisi dengan berbagai media konten. Good job Noice🔥,5,2023-06-10 6:18:23,netral,netral,netral
1019,"Dengerin cerita hororr disini emang seru banget,cepet download dan support noice terus!",5,2023-06-10 4:10:51,netral,netral,netral
1021,Yg bilang aplikasi berhenti sendiri.. Hape kalian kentang itu,5,2023-06-10 2:10:32,netral,netral,positif
1025,Di device samsung sering banget crash appnya,4,2023-06-09 18:36:21,netral,netral,negatif
1026,"5 bintang nya dong,, sekeren ini",5,2023-06-09 11:32:38,netral,netral,netral
1030,sekarang kalau download menunggu mulu min,3,2023-06-08 2:09:35,netral,netral,netral
1032,"Too much ad, 30 sec unskipable ad everytime",3,2023-06-07 15:49:23,netral,netral,netral
1033,Kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,4,2023-06-07 14:41:27,netral,negatif,netral
1036,Vip makin banyak. Tidak ramah untuk pecinta gratisan. Saatnya uninstall. Pindah spotify lagi,1,2023-06-07 2:42:52,netral,netral,netral
1037,Kenapa sih harus ada VIP. Kenapa ga kayak kebanyakan App. Pilihannya dua aja Iklan dan premium. Kenapa harus sok²an beda...,1,2023-06-07 1:15:29,netral,netral,netral
1038,Kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice. Terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis Noice Keren Trio Kurnia Kur Kur kurrr,5,2023-06-06 22:27:27,netral,netral,netral
1039,Uda terlalu mata duit ini aplikasi. Uda beli VIP tp hanya bisa didengar satu episode itu saja. Itu pun berlaku 1bulan. Kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg VIP. Bagus pindah ke Spo****,1,2023-06-06 14:39:38,netral,netral,netral
1043,"Lagi enak dengerin eh mati sendiri, udah instal ulang tpi tetap juga, tolong di perbaiki ya soalnya aplikasinya menghibur",2,2023-06-06 8:24:51,netral,negatif,negatif
1044,"MUSMAS jadi VIP sebulan 2x ? skip masih jokes bapak2 saatnya uninstal noice balik ke spotify, dan masih mending beli lucuflix biar berbayar tp permanen satttttt",1,2023-06-06 8:08:22,netral,netral,netral
1046,sangat bagus dan sangat menambah ilmu,5,2023-06-06 7:05:22,netral,netral,netral
1047,"Aplikasi ini sangat baguss sekali,bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar",1,2023-06-06 5:58:41,netral,netral,netral
1052,Sumpah dah vipNya annoying banget. Dah mah iklan molo tiap buka episode.,1,2023-06-05 16:20:22,netral,netral,netral
1053,Tolong turunkan harga episode VIP !,2,2023-06-05 14:24:55,netral,netral,netral
1054,"Suka loading trus. Baru 15 detik cerita, eh loading lagi. Baru lama lagi loadingnya g tau kenapa😔",3,2023-06-05 11:46:54,netral,netral,negatif
1056,Kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa!,4,2023-06-05 5:29:06,netral,netral,negatif
1063,bagus cuma gampang abis kuota aja klo denger ini,4,2023-06-04 2:46:02,netral,negatif,netral
1065,"Kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin(gratis)kalo mau dengerin, sekarang harus pake coin dulu baru bisa dengerin. Semua nya pasti UUD (ujung² nya duit)",2,2023-06-03 20:53:03,netral,netral,netral
1075,"Suka tiba tiba berhenti sendiri dan loncat ke menit yang lain atau bahkan episode lain. Beberapa waktu juga klo pause sendiri malah ada iklan trs. Aku sempet kira sinyal aku yg jelek, padahal klo pake app lain baik baik aja. Ternyata banyak yang mengalami hal serupa jg. Tolong segera perbaikiii",3,2023-06-03 2:08:59,netral,negatif,negatif
1076,"Tolong dong supaya bisa dengerin podcast sambil bisa buka aplikasi lain, dlu masih bisa, sekarang keluar dan mati sendiri.",1,2023-06-02 20:03:31,netral,negatif,netral
1077,"Ini kok aplikasi nya abis di update makin kesini malah kesana.. Kelamaan buka intro aplikasi nya, butuh beberapa menit buat masuk.. Hadeuuhhh..",1,2023-06-02 13:39:38,netral,netral,negatif
1080,Maaf saya kasih bintang 4 soalnya aneh jaringan saya lancar buat nonton reels instagram atau video tiktok lancar lancar aja buat liat story wa juga lancar tapi kenapa saat dengerin noicenya ngelag padahal jaringannya kan lancar,4,2023-06-02 8:17:17,netral,negatif,negatif
1081,bagus untuk orng yng suka denger podcast dan ada banyak hal menarik,5,2023-06-02 4:36:43,netral,netral,netral
1084,"Sy kasih 4 bintang dulu, baru download ni",4,2023-06-01 22:25:11,netral,netral,netral
1085,Apa si ini ko banyak bngt iklan dlu ga gini deh pas udah naik aja kebanyakan iklan tolong lah jangan banyakin iklan ini mau dengerin podcast bukan iklan!!!!,1,2023-06-01 3:58:54,netral,netral,netral
1088,"Sorry bangett, iklannya sekarang jadi banyak, kadang juga eror iklannya ngeganggu podcast pas didenger",2,2023-05-31 14:15:23,netral,negatif,netral
1091,"Awalnya sangat suka dengan apk ini, sambil kerja dengerin, di jalan juga dengerin. Sekarang banyak yang harus top up, apalagi ilklanya yang muncul terus. Memang semua itu terbaik pas lagi promo aja, kayak pas lagi kampa**e",4,2023-05-31 9:34:56,netral,netral,netral
1095,"Ada iklan muluu, Iklannya lama banget, ngak bisa di skip, Pas udah download terus data internet hidup masi aja ada iklan.",1,2023-05-30 21:32:06,netral,netral,netral
1098,Asli sih gue enjoy banget dengernya apa lagi Postcast ScaryThings asli sih serunya jadi males dengar lagu lagi😁🤭,5,2023-05-30 9:29:56,netral,netral,netral
1099,"Radionya dan radio kita semua sama, ada yang lain. tidak semua sama radio moderen dan semuanya keren NOICE",5,2023-05-30 8:34:55,netral,netral,netral
1100,suka banget aku sama aplikasinya 🤗seru tiap malam aku dengerin,5,2023-05-30 6:51:55,netral,netral,netral
1101,download ini cuma pengen dengerin cerita horor dari mui bi sama nad,5,2023-05-30 3:46:19,netral,netral,netral
1102,"saya suka..menghibur,penuh informasi .dan suaranya jernih enak di telinga..",4,2023-05-30 3:00:13,netral,positif,netral
1103,"Kalo fitur iklan dikembangin, sistemnya juga harus di perbaiki dong jgn pen enaknya doang 👎",1,2023-05-30 2:23:26,netral,negatif,negatif
1104,Lumayan Bagus. Saya termasuk setia dengerin radio online. cuman banyak radio dikota besar tidak gabung disini. sangat disayangkan,5,2023-05-29 18:56:20,netral,netral,netral
1107,"Nyari duit jgn ke member, Sekelas YouTube aja buat viewer gratis nyari duit nya dari adsense.. Lah ini nyari duit dari member... Kaga bakal rame app ente",1,2023-05-29 11:37:34,netral,netral,netral
1108,aku kasih Bintang 4 dulu karna baru coba,4,2023-05-29 5:41:42,netral,netral,netral
1109,"kok skarang sering ngeClose sendiri ya, jengkel jadinya",1,2023-05-29 4:33:34,netral,netral,negatif
1111,"noice aplikasi bagus, bisa menemani aku di setiap saat",5,2023-05-28 18:20:54,netral,netral,netral
1113,hebat sih dan bagus juga,5,2023-05-28 12:45:20,netral,netral,netral
1115,Cocok buat yg senang dengar dari visual.,5,2023-05-28 1:30:27,netral,netral,netral
1116,"bagus, lumayan buat temen tidur",5,2023-05-28 0:50:44,netral,netral,netral
1117,"sering ke pause sendiri, pas diulang langsung iklan 30 detik. sumpah kecewa sama noice, padahal pas awal download engga kaya gini",1,2023-05-27 20:57:24,netral,netral,negatif
1118,"Masukan buat NOICE, Tolong donk untuk iklan di mastering ulang donk audionya ngagetin pas pakai headhone/headset, atau di buat standart mastering untuk iklan atau standart RMS untuk semua audio di noice biar semua setara audionya seperti aplikasi sebelah",4,2023-05-27 20:54:05,netral,negatif,netral
1119,cerita cerita nya cukup bagus,4,2023-05-27 18:59:29,netral,netral,netral
1121,"Untuk pihak noice, tolong diatur iklannya agar tidak memotong podcast, lebih baik di awal atau di akhir. Jangan di tengah2 podcast Saran aja ya, terima kasih noice",4,2023-05-27 18:23:47,netral,netral,netral
1122,suka sama cerita di scary thing,5,2023-05-27 13:15:03,netral,netral,netral
1124,sekarang harus berbayar ga seru,1,2023-05-27 8:39:09,netral,netral,netral
1125,"Kenapa jadi berat deh aplikasinya terus gambarnya jarang muncul, dulu ga gini deh. makin bad",2,2023-05-27 8:00:39,negatif,netral,negatif
1127,"iklannya gak beraturan tiap ngeklik ada iklan, milih konten ada iklan lagi, pas mau play ada iklan lagi. terlalu banyak iklan malah kontennya gk produktif, tidak seperti dulu produktifitasnya",2,2023-05-27 6:15:20,netral,netral,netral
1128,Podcast nya keren banget buat ketagihan selalu dengerin..,5,2023-05-27 5:20:48,netral,netral,netral
1129,"Bagus tapi masih bisa bagus lagi, sama sayang aja konten vip yg udah di unlock pake koin gak bisa di download buat di dengerin pas offline",3,2023-05-26 22:11:16,netral,netral,netral
1131,"Sering macet di iklan, gak bisa buka konten sampe berjam jam",2,2023-05-26 10:47:30,netral,negatif,negatif
1132,aplikasinya bagus walau pun cuma suara tapi ceritanya bener bener seru dan tersampaikan dengan baik,5,2023-05-26 10:28:16,netral,netral,netral
1134,Bikin versi buat di android tv dong biar bisa dengerin sambil ngegame,5,2023-05-26 7:31:48,netral,netral,netral
1138,"Lah sekarang gk cuma sering iklan, tapi harus beli koin juga Udah sampai disini aplikasi ini di aplikasi saya",1,2023-05-25 22:34:02,netral,netral,netral
1140,Kebanyakan iklan taiiiiiiiiiii Aplikasi taikkkk iklan muluuu,1,2023-05-25 20:33:51,netral,netral,netral
1141,Sumpah kureng banget suka lemot buffering mu padahal udah pake wifi dan aplikasi lain lancar jaya cuma noice doang,1,2023-05-25 18:50:39,netral,netral,negatif
1144,Udahhh di download tapi gabisa di play payahhhhhh!!!!,1,2023-05-25 13:27:14,netral,negatif,netral
1147,"BAGUS BGT HEHE AKU SUKA MUI,BI",5,2023-05-25 10:00:16,netral,netral,netral
1148,Dowload noice cuma mau dengerin podcast horor yg viral di tt pass awal make emg agak bosen ya tapi lama lama makin seru bisa di dengerin sambil belajar literaly nih apk bagus bgt buat yg pengen dengerin sesuatu buat refrseshing atau lainya btw podcast di sini lengkap semua mulai horor sejarah komedi dll the best lh pokok nya 👍⭐⭐⭐⭐⭐,5,2023-05-25 8:13:22,netral,netral,netral
1149,saya suka dengan pocds tersebut karena geratis,5,2023-05-25 6:59:48,netral,netral,netral
1151,hapus audio yang udah ke download gimana cara nya?,3,2023-05-24 23:31:54,netral,netral,netral
1152,"Keren aplikasinya, recommended buat yang malas membaca tapi seneng mendengarkan seperti aku",5,2023-05-24 19:37:02,netral,netral,netral
1155,"Dari awal suka dengerin radio online lewat noice, setelah update dan ada iklan sering putus bufering dan harus diulang, disetiap ulang muncul iklan, aku kira sambungan internet ku yg eror, setelah coba buka youtube lancar saja, apakah sering bufering ini disengaja supaya denger iklan atau gimana ya? Sekarang sudah males buka apk ini",1,2023-05-24 16:03:38,netral,negatif,negatif
1159,bagus soalnya aku suka nonton horor atau cerita horor,5,2023-05-24 8:27:23,netral,netral,netral
1160,"Tampilannya bikin bingung aneh, ribet.",1,2023-05-24 7:01:14,negatif,netral,netral
1162,Apk nya enak juga gua denger cerita horor sambil olahraga kalian semua wajib download ini,5,2023-05-24 5:48:10,netral,netral,netral
1163,Sumpah keren dan seram banget,5,2023-05-24 5:07:47,netral,netral,netral
1164,Buat temen pas bete dan pengantar tidur cocok banget.Kalau bisa buat app untuk TV juga dong,5,2023-05-24 3:38:37,netral,netral,netral
1165,"burik bgt, login aja susah suka keluar sendiri udh masuk kode otp tbtb malah gbisa, gamungkin sinyal si",1,2023-05-24 0:30:32,netral,netral,negatif
1168,Stuck diloading kadang2 dan sering load nya lama padahal jaringan aman,2,2023-05-23 11:39:52,netral,netral,negatif
1169,NOICE Podcast bagus untuk di dengerin Podcast,5,2023-05-23 10:36:40,netral,netral,netral
1172,nga pernah bosen dengerin selalu asik dan seru thanks untuk parah podcast yang selalu memberikan suatu suasana yang baru,5,2023-05-22 11:30:54,netral,netral,netral
1175,"Bagus bgttt khusus pecinta horror wajib denger ini!! thanks buat yg bikin nya,seru bgtt",5,2023-05-22 9:05:55,netral,netral,netral
1178,Awalnya suka banget taoi makin kesini dengan hadirnya coin dengan konten premium nya lumayan mahal juga ya,3,2023-05-21 20:58:53,netral,netral,netral
1180,Pengen nyoba ah siapa tau enak,5,2023-05-21 4:59:00,netral,netral,netral
1181,"bagus bangetttt,sebelum tidur sering dengerin podcast jadi kek di ceritain dongeng sebelum tidur g hihii😅😅😅",5,2023-05-21 2:26:07,netral,netral,netral
1185,Suka sama aplikasi nya tapi login nya kadang nunggu lama banget padahal udah ngantuk pengen denger podcast alhasil gajadi denger,3,2023-05-20 14:35:08,netral,netral,negatif
1190,"Maaf kasih bintang 1, karna sebelum update dengerin diluar app lancar2 aja setelah update malah berenti terus pas denger diluar app, padahal suka banget sama ini app sebelum update",1,2023-05-19 13:07:40,netral,negatif,netral
1191,Kadang noice berhenti sendiri kalo lagi dengerin poadcast tolong dibeneri ya,1,2023-05-19 9:59:59,netral,negatif,negatif
1193,"Aplikasinya bagus dan menghibur. Saran saja dari saya, perbanyak lagi podcast horor dan misteri yang bisa didengarkan tanpa harus berlangganan premium.",5,2023-05-19 8:06:48,netral,netral,netral
1199,Semenjak musuh masyarakat ga pernah update gua hapus ni aplikasi,1,2023-05-18 15:12:58,netral,netral,netral
1200,Cuma konten audio doang kenapa tiba tiba suka buffering sih. Gw kira internet gw yg bermasalah. Trus coba youtube 1080p lancar jaya aja. Emng jelek ini aplikasi.,1,2023-05-18 13:35:13,netral,negatif,negatif
1201,Mantap aplikasi nya download dah gak bakal nyesel,5,2023-05-18 13:31:57,netral,netral,netral
1202,"Sering mati pause sendiri trus load.. gw kira gw sendiri yang kyk gitu, ternyata banyak yang ngalamin. Udah reinstal masih aja tetep. Tolong diperbaiki ya min. Makasih",3,2023-05-18 13:23:22,netral,netral,negatif
1211,Gak bisa dibuka aplikasi nya!!!!!,5,2023-05-17 23:09:15,netral,netral,negatif
1213,Bolak balik bayar noice tapi bug terus,1,2023-05-17 21:24:08,netral,netral,negatif
1216,"suka sih desain interfacenya, konten kontennya juga bagus bagus. banyak banget podcast yang asik. ga bakal kehabisan bahan buat di denger. enak aja gitu gabut gabut sambil ngerjain tugas sambil dengerin noice. biar ga sepi, cocok buat temen nyambi",5,2023-05-17 13:40:36,positif,netral,netral
1218,"Jujur awalnya suka parah sama aplikasi ini. Tapi mulai rada jengkel denngan dopup2 yang terbilang mahal di banyaknya episode yang mau kita dengar. Tetep saya ikuti untuk topup, tapi sekarang jengkel dengan aplikasi freze terus dan iklan yang mengganggu.. makin kesini bukan pengen topup buat dengerin podcast, tapi malah pengen uninstall ini aplikasi",1,2023-05-17 6:01:53,netral,netral,negatif
1221,"Trio kurnia kombek,, gw juga konbek hehehe",5,2023-05-17 2:34:44,netral,netral,netral
1222,"Saya suka dengerin radio lewat noice, walau saya gak pake aplikasinya karena memori hp penuh, saya rate bintang 5 buat websitenya yg user friendly dan enak dipakai.",5,2023-05-17 1:09:22,positif,netral,netral
1224,Bagus bangett.. tapi sayang sering buffering gak jelas padahal buka yg lain lancar jaya,5,2023-05-16 22:17:20,netral,netral,negatif
1226,"Keunggulan noice tuh kita bisa pilih podcast apa aja dan episode aja, better kali ya kalo setiap kelar satu episode terus di set lagi dari awal gitu, jadi kalo mau setel ulang ga mulai dari terakhir, terus malah pindahnke episode lain",4,2023-05-16 14:50:15,netral,positif,netral
1227,"aplikasi yang sangat bermanfaat,suka aja apalagi podcast ginian ngga ambil data banyak",5,2023-05-16 13:00:12,netral,netral,positif
1228,"manteb sih , saran aja kalau bisa tmbhin mungkin tentang sejarah nabi , kerajaan , world war dll",5,2023-05-16 12:37:29,netral,netral,netral
1229,Mau nanya ajh sih ini kek spoon gak yg kek waktu dulu,2,2023-05-16 6:18:53,netral,netral,netral
1230,"Ini kalau sudah daftar, trus kluar akun. Pas mau masuk laginya gmn? Kok tiap masukin nomor ada yg salah terus katanya.",2,2023-05-16 1:12:48,netral,netral,netral
1231,buka noice hanya untuk cerita horor dan misteri hehe,5,2023-05-15 23:57:00,netral,netral,netral
1232,bagus banget sya suka klo dgr psang headsed trus kya brasa di dongengin gitu good👏,5,2023-05-15 23:52:15,netral,netral,netral
1235,"ENAK BGT COOOK, DENGER SKERI TINGS",5,2023-05-15 13:40:40,netral,netral,netral
1236,Download lama tapi giliran gak di download bufering terus. Semenjak vip bukannya makin bagus,1,2023-05-15 13:02:50,netral,negatif,negatif
1237,rekomendasi bgt aplikasi noice ini no debats,5,2023-05-15 11:53:12,netral,netral,netral
1238,"baguss, sejauh ini ga ada masalah apapun sama aplikasinya Alhamdulillah, banyak podcast/kisah inspiratif juga yg cocok banget buat remaja usia 17-20 yg lagi nyari jati diri, luvv banget pokonyaa🤩🥰",5,2023-05-15 9:14:46,positif,positif,positif
1241,"bagus banget cerita horror nya , harus dengerin sih !",5,2023-05-15 4:17:37,netral,netral,netral
1242,banyakin deh podcast cerita horornya..👍👍👍👍👍,5,2023-05-15 3:37:47,netral,netral,netral
1246,"Aplikasi audio podcast yg saya suka, karna bisa didengarkan saat sambil bekerja,, mungkin akan lebih bagus ditambah lagi audio book dan back story dari sejarah, mau itu awal sebuah kerajaan, datangnya belanda, dan lainnya,, hehe saya suka soalnya,, dan mungkin para konten kreator podcast di youtube juga bisa hadir di noice,, :)",5,2023-05-14 1:53:56,netral,netral,netral
1249,kurangin episod yang berbayar lah,1,2023-05-13 11:32:50,netral,netral,netral
1251,Ga otomatis daftar walau pake akun google Terus untuk hp layar kecil .. Tombol next nya kepotong.. Jadi ga bisa daftar deh.. Uninstal deh,4,2023-05-12 21:35:22,negatif,netral,netral
1254,"Oke banget nih, kalo pas lagi santai gitu gak ada kerjaan bisa ngedengerin podcast. Paling suka di Lambemu sama mas Dono & Virza",5,2023-05-12 6:16:18,netral,netral,netral
1255,Seru aja gitu cerita ny,5,2023-05-12 3:12:00,netral,netral,netral
1257,"Udah paling update, tapi tetep aja pas klik 'see more' di bagian komen. Appnya force close / crash / hang. Benerin!",3,2023-05-11 16:23:09,netral,netral,negatif
1258,Ardan radio kok loading aja perbaiki dong min,1,2023-05-11 15:09:09,netral,negatif,negatif
1259,"Lebih diperbaiki lagi dari sistem,dari fiture,bug terlalu gede sering keluar sendiri gajelas",2,2023-05-11 13:13:48,netral,negatif,negatif
1262,bagus banget seru banget hari.lebih tenang,5,2023-05-11 2:54:09,netral,netral,netral
1264,Saya noicer dan selalu membayar,5,2023-05-10 14:18:11,netral,netral,netral
1265,Apk nya baguss banget wajib download sih dijamin gak nyesel,5,2023-05-10 12:24:25,netral,netral,positif
1266,"kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya. karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya. tiru persis kaya di Spotify lah, disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah. jujur aja noice masih belum lengkap aja dalam pelayanannya.",5,2023-05-10 10:38:36,netral,netral,netral
1267,karena sangat seru dan horor banget,5,2023-05-10 10:32:24,netral,netral,netral
1269,Iklanin dong. Biar kayak spotify. Aplikasi ini blm terkenal. Aplikasi sebagus ini syg banget kalau orang-orang tidak mengenal. Ini bener2 multi sekali. Ada radio. Podcast. Audio. Dll. Yg gk ada di aplikasi2 lain,5,2023-05-10 3:34:34,netral,positif,positif
1270,ini apk yang sangat bagus buat ku,5,2023-05-09 22:03:07,netral,netral,positif
1271,Bagus bgt bisa pop up yang di noice juga pada keren keren,5,2023-05-09 21:21:31,netral,netral,positif
1273,bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya Iyah podcast,5,2023-05-09 11:31:29,netral,positif,netral
1274,Ko gue gak bisa login ya,1,2023-05-09 10:48:45,netral,netral,netral
1276,"Dulu awal awal noice banyak konten kreator bagus, sekarang sudah banyak yang ga upload",3,2023-05-09 6:16:01,netral,netral,netral
1279,Enak di dengar dan seru kerasa horor nya,5,2023-05-09 4:17:53,netral,positif,netral
1281,"TERIMAKASIH BANYAKK NOICE!! Dengan Aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe, hingga sampai tertidur lelap saya dengar podcast nya hehhee.",5,2023-05-08 17:34:51,netral,netral,netral
1282,Knp pake VPN ga bisa buka app nya? Ga usah terlalu ribet lah pengaturan koneksi nya,1,2023-05-08 14:35:29,netral,netral,netral
1283,Jaringan Streaming radio ditambah dong min,3,2023-05-08 12:54:54,netral,netral,netral
1284,bagus2 ceritanya dan pembawaan ceritanya agus banget,5,2023-05-08 12:29:23,netral,netral,netral
1286,"Gak tau kenapa, setelag update, beberapa hari aku gak buka noice suaranya kayak beda, jadi kayak lebih kecil dan kek gak jernih, susah jelasinnya",2,2023-05-08 8:23:14,netral,negatif,netral
1288,Pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik....🖕🖕🖕,1,2023-05-08 4:29:07,netral,netral,netral
1289,bagus aplikasinya bisa mendengar podcast horor,5,2023-05-08 2:20:05,netral,netral,netral
1292,"Ini gimana ini. Gabisa register, gabisa masuk menu, pilih rekomendasi pun gabisa",1,2023-05-07 14:40:32,netral,negatif,netral
1293,suka banget denger scary things di sini,5,2023-05-07 14:37:11,netral,netral,netral
1294,"Seru banget, menghibur saat lagi galau",5,2023-05-07 11:30:54,netral,netral,netral
1297,Suka dengerin pengetahuan baru dari aplikasi ini keren,5,2023-05-06 13:02:34,netral,netral,netral
1298,Apk apaan nih mau login gk bisa eror mulu,1,2023-05-06 11:58:43,netral,netral,negatif
1300,aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,5,2023-05-06 7:23:10,netral,netral,netral
1301,NICE BAGUS BANGET SIH YA👍👍👍,5,2023-05-06 6:39:43,netral,netral,netral
1303,Isinya bagus cuma sering terjadi kendala di aplikasi,2,2023-05-05 14:49:00,netral,netral,negatif
1304,"Terimakasih, jadi ndak kesepian waktu kerja dikebun sendirian",5,2023-05-05 13:34:23,netral,netral,netral
1308,"Podcastny suka gak bisa diplay padahal sinyal bagus, jadi kudu kelusr masuk aplikasi dulu biar bisa. Nyebelin min",2,2023-05-04 18:56:19,netral,negatif,negatif
1314,Bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,5,2023-05-03 23:53:05,netral,netral,netral
1316,"apk bagus, ini yg saya cari cari",5,2023-05-03 21:27:23,netral,netral,netral
1318,Sering tidak bisa memutar video.. hanya iklan saja bolak balik yg ke puter,1,2023-05-03 18:27:30,netral,negatif,netral
1326,apk. nya bagus banget apalagi kalau dengar cerita horor,5,2023-05-02 5:14:52,netral,netral,netral
1327,Aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,5,2023-05-02 4:43:34,netral,netral,netral
1328,"noice the best lahhh, I like this application 🫡🫡🫡",5,2023-05-02 3:49:01,netral,netral,netral
1329,"Makin kesini Noice makin jadi podcastnya artis, podcast2 seru udah pada ngilang, Kembalikan Opini Tengah Malam dan Interlude",2,2023-05-01 18:05:51,netral,netral,netral
1330,min tolong invite SABRANG MDP.di segment edukasi.,5,2023-05-01 12:59:54,netral,netral,netral
1333,Kenapa radionya tidak bisa di putar?,4,2023-05-01 4:38:53,netral,negatif,netral
1335,tempat nongkrong audio ter kerenn,5,2023-04-30 14:29:03,netral,netral,netral
1336,Bagus banget apknya bisa dengerin podcast nya jadi suka saya,5,2023-04-30 12:41:00,netral,netral,netral
