,clean_review,pengalaman visual,fungsi,performa dan stabilitas
913,sebenarnya vip nya tidak seperti puas dengernya tidak pakai vip kesel aku,netral,netral,netral
914,tampilan setelan radionya seperti kemarin nama radio judul lagu habis pembaruan judul lagunya tidak,negatif,netral,netral
915,suka sekali apalikasinya tidak rumit,positif,netral,netral
916,keren aplikasinya nemenin tidur,netral,netral,netral
917,iklan berhenti putar manual mulainya dari,netral,negatif,netral
918,instal noice dengar audio cast detektif astral semoga tidak eror,netral,netral,netral
919,aplikasi dengarkan podcast edukasi entertain rebahan,netral,netral,netral
920,bagusan yang versi nya setalah pembaruan iklan tidak lewati,netral,netral,netral
921,jelek sekali ganti podcast iklan,netral,netral,netral
922,iklan iklannya sudah habis tetap tidak diplay,netral,negatif,netral
923,fitur unduh ya deh didownload tetapi tidak diputar offline,netral,negatif,netral
924,sekali iklan nya,netral,netral,netral
925,uinya rumit kembali home page tolong fitur premium lelah lihat iklan muncul sampai 30 detik,negatif,netral,netral
926,noice iklan nya ganggu sekali,netral,netral,netral
927,iklannya tidak bisa lewati malas benar chuaks,netral,netral,netral
928,ngehibur sekali teman di saat nyetir yang asyik,netral,netral,netral
929,fitur unduh kalau tetap nyalain data seluler wi fi dengarkan hasil unduh lebih baik hilangkan fitur unduh tidak ketipu,netral,negatif,netral
930,bagus sekali aplikasi nya sekolah sediain dengar podcast noice,netral,netral,netral
931,tidak putar latar aplikasinya restart perangkat samsung tab a7,netral,negatif,negatif
932,ngebak mencari podcast menggangu mohon perbaikannya developer,netral,netral,negatif
933,membayar konten vip tidak dibuka,netral,negatif,netral
934,keren sekali noice kasih berputar musik noice,netral,netral,netral
935,iklan kebijakan pakai koin,netral,netral,netral
936,_bru unduh jadi di kasih 3 dahulu yah_,netral,netral,netral
937,ukuran unduh besar sekali kualitasnya sudah rendah podcastnya 15 sudah menyentuh 1 9gb,netral,netral,netral
938,direkomendasikan untuk podcast musik great terima kasih,netral,netral,netral
939,suka aplikasi cocok nemenin kerja nyantai dengarkan podcast,netral,netral,netral
940,atur di mana ya notif ganggu sekali,negatif,netral,netral
941,mantap teman tidur potkes a ini,netral,netral,netral
942,noice sudah tidak seru,netral,netral,netral
943,hanya mengalami versi mendengarkan ngebug diplay mohon noice sistemnya diperbaiki terima kasih,netral,negatif,negatif
944,eror nya parah tidak putar podcast apapun buntu iklan,netral,negatif,negatif
945,lumayan peganti radio kehidupan zaman sekarang,netral,netral,netral
946,asyik diperjalanan tidak bosan,netral,netral,netral
947,keren sekali hebat ini nemenin santai tidur,netral,netral,netral
948,saat buka audio series buka konten coin muncul warn data truncate,netral,netral,netral
949,bagaimana sebenarnya pembaruan tidak interfacenya bukanya mudahin maalah nyusahin konten terbaru halaman pindah ke mana,negatif,netral,netral
950,asli ini aplikasi keren sekali kalau sudah kluar branda saja dngrin,netral,positif,netral
951,seru sekali dengerinnya pecinta horor unduh ini konten horor seru,netral,netral,netral
952,perbarui tidak puter uninstall berkali2 saja,netral,negatif,netral
953,aplikasi nya suka mati menit,netral,netral,negatif
954,lebih baik bikin sistem premium koin,netral,netral,netral
955,unduh dengarkan detektif astral,netral,netral,netral
956,aku bintang 5 gara-gara menonton coki pardendeng,netral,netral,netral
957,aneh sekali ini noice last pembaruannya saat masuk room langsung mental mental aman aman saja loh,netral,netral,negatif
958,lumayan bancak ragam yang sukai,netral,netral,netral
959,upgrade tidak dengarkan siaran langsung sebenarnya mengecewakan mengecewakan,netral,negatif,netral
960,unduh aplikasi karena mantau cewek langsung disana senang yan andaaaaa main aplikasi chuaakssz,netral,netral,netral
961,pembaruan judul lagu yang putar radio hilangkan membantu sekali tahu penyanyi nya,negatif,netral,netral
962,eror nya ngelag putus putus dengarkan,netral,netral,negatif
963,membanyaki agamanya nya murotal ceramah,netral,netral,netral
964,podcaster komika yang berhenti sistem koin kapitalis tetap lebih baik dengarkan podcast spotify saja memang benar,netral,netral,netral
965,pokoknya aplikasinya mantaplah aku suka dengarkan cerita mistisnya aplikasinya mantap betull,netral,netral,netral
966,tidak dipakai sudah didownload tetapi masuk apknya tulisan tidak koneksi alien coba halusinasi sekali ayo memperbaiki dengarkan kasturi komeng adul ustad subki,netral,netral,negatif
967,suka ya aplikasinya keren tetapi minusnya ya begitu,netral,netral,negatif
968,siniar hiduplah indonesia maya,netral,netral,netral
969,aplikasi nya bagus sekali aplikasi pengantar dongeng tidur,netral,netral,netral
970,semoga ruang obrolan terbaik indonesia tidak kalah aplikasi penghasil uang nya,netral,netral,netral
971,admin angka komentar nya tidak ditengah dirapihin supaya enak dilihat,negatif,netral,netral
972,bisa unggah konten sendiri perbanyak podcastbuku,netral,netral,netral
973,hiburan favorit trio kurnia sari,netral,netral,netral
974,aplikasi yang bagus ceritanya seru seru cocok deh unduh,netral,netral,netral
975,bagus pilihan podcast nya,netral,netral,netral
976,dengarkan radio saja susupi iklan aduh parah uninstall,netral,netral,netral
977,nya siaran radio aplikasi terima kasih berharap membantu,netral,netral,netral
978,aplikasi yang bagus suka dengarkan podcast,netral,netral,netral
979,beli koin tidak masuk ya koinnya,netral,netral,netral
980,kasih bintang 4 iklannya banyak,netral,netral,netral
981,instal noice gara-gara ingin dengar konten musuh masyarakat saja,netral,netral,netral
982,sesungguhnya lakukan a bermanfaat diturunkan ketetapan allah diturunkan menolak merobah ketetapan taqdir kecuali lakukan a berdoalah menyantuni k2 ot mempererat silaturrahim menolong orang pemuda yang pedagang yang jujur menolong wanita jangan mengusir menghormat kepada yang tua kasih sayang kepada yang melapangkan duduk mencegah kemungkaran jangan membenci mendengki menunaikan amanat,netral,netral,netral
983,hoy noice tampilannya berubah lebih baik seperti tombol kali putar podcast tidak,negatif,netral,netral
984,noise ya tadi tidak bisa sebenarnya buka sa sekali buntu logo pembaruan tetap buntu logo,netral,netral,negatif
985,puas sistem koin,netral,netral,netral
986,beli koin buka konten endk diakses,netral,netral,netral
987,tidak tahu ya dengarkan podcast noice berasa lingkup diskusinya senang dengarkan ruang 28 suka opini podcast noice keren keren trio kurnia musuh masyarakat sumbu pendek noice aplikasi terbaik bagus pekerjaan sukses noice,netral,netral,netral
988,habis pembaruan ngebug berenti,netral,netral,negatif
989,aplikasi lambat mudah crah sebenarnya buka,netral,netral,negatif
990,terima kasih noice wadah podcast aktivis menyuarakan hati nurani rakyat bintang 5 noice karena podcast aktivis mendengar teriakan2 hati nurani rakyat yang gaungkan penguasa tidak mengkibuli masyarakat yang anggap bodoh,netral,netral,netral
991,trio kurnia the terbaik pokoknya,netral,netral,netral
992,memang eror bagaimana beli koin noice tidak nominal klik nominal keterangannya hitam dimiliki,netral,netral,netral
993,masak dengarkan saja bayar sebenarnya tidak asyik ini uninstal ya,netral,netral,netral
994,aplikasi noice saat buka buntu logo ya tidak terbuka uninstal,netral,netral,negatif
995,aplikasi suka tiktok saat coba bagus suka dengar cerita horor,netral,netral,netral
996,ntk pendengar yang unppler opinion bagus parah-parah pdcsternya undrdog semua tetapi kalau ntk kreator noice keribetan 64 aku pikir,netral,netral,netral
997,ya bayar,netral,netral,netral
998,noice nemenin aku kesepian,netral,netral,netral
999,bagus yang membacakan cerita juga enak dengar lagi kalau lagi drmh dengar noice jadi tidak berasa sepi lagi,netral,netral,netral
1000,pengalaman tidak asyik halo kakak eror aos 3 14 dicoba pembaruan aplikasi nya versi 3 15 ya kakak koin otomatis masuk senin refund otomatis 3 transaksi pembaruan versi 3 15,netral,netral,netral
1001,dengarkan noice fokus podcast hiduplah indonesia maya,netral,netral,netral
1002,bagus sekali sebenarnya nemenin,netral,netral,netral
1003,podcast terbaik hidup tertawa,netral,netral,netral
1004,membantu tidur nemenin lakukan aktifitas,netral,netral,netral
1005,tolong developer sedia ini kolom hapus konten menu unduh karena ditonton ingin dihapus tidak supaya tidak penuh kebanyakan,netral,netral,netral
1006,jadi jauh jadi bagus,netral,netral,netral
1007,sudah seru pakai aplikasi noice eh fitur vip senang badmood,netral,netral,netral
1008,iklan tidak mulai² dengarkan podcast tidak bisa menunggu iklan iklannya tidak play² anjinglah ah,netral,negatif,netral
1009,musuh masyarakat adalah the bestt,netral,netral,netral
1010,keren berbayar diputar latar,netral,positif,netral
1011,tidak jelas vip kocak makan itu redup cepat,netral,netral,netral
1012,fitur tetapi tidak buruk,netral,netral,netral
1013,ada respons email,netral,netral,netral
1014,keren menghibur sekali cerita seru sebenarnya keren abiz,netral,netral,netral
1015,bagus sekali suara nya efek cerita tidak gambar suara,netral,positif,netral
1016,pembaruan top naik coin via gopay,netral,negatif,netral
1017,sudah beli koin buka konten tidak bisa didengerin kontennya,netral,negatif,netral
1018,aplikasi nya bagus saat main permainan pasti langsung geser nya tidak tolong di perbaiki,netral,negatif,netral
1019,komputer sudah belum ya kalau belum supaya ngedit,netral,netral,netral
1020,tolong sediakan yang versi web nya dengarkan sambil kerja dengarkan komputer kantor,netral,netral,netral
1021,audioseries audiobook berguna aktivitas,netral,netral,netral
1022,semesta merestui,netral,netral,netral
1023,kalau diminimize masuk aplikasi keulang podcast nya ganggu sekali,negatif,negatif,netral
1024,instal noice dengarkan trio kurnia kur kur kur,netral,netral,netral
1025,kapitalis apa-apa suruh bayar dengarkan,netral,netral,netral
1026,nutup otomatis saat menggulir komentar konten,netral,netral,negatif
1027,tolong bikin supaya muncul android auto yang dengarkan nyetir,netral,netral,netral
1028,eror ponsel huawei nova 5t lihat balasan komentar aplikasi langsung fc,netral,netral,netral
1029,kontennya bagus bagus dedy issue the terbaik konten,netral,netral,netral
1030,pembahasan asyik bermutu tema tongkrongan,netral,netral,netral
1031,teman bosan teman sepi menghibur tidak suka lihat visualnya ale kadang tidak fokus,netral,netral,netral
1032,suara pembawa acara ya suka sekali,netral,netral,netral
1033,vip,netral,netral,netral
1034,upgrade apa sek pancet saja tidak isok ngerungokno audio offline lek kuota internet e tidak nyala,netral,negatif,netral
1035,video koin sampai 200 v membanyaki sepi,netral,netral,netral
1036,trio kurnia kur kur kurrr,netral,netral,netral
1037,ah tidak serus tidak bagikan chromecast,netral,netral,netral
1038,imelda fm semarang kok tidak ya,netral,netral,netral
1039,tidak menonton video ya,netral,netral,netral
1040,aplikasi yang bikin hari²ku berwarna tertawa cerita horornya seru²,netral,netral,netral
1041,konten bagus ukurannya besar sekali kalau didownload tidak seperti spot ya beli ponsel,netral,netral,netral
1042,halo noice saya penikmat radio yang tinggal jakarta dari 1 jogja family radio tidak aktif alias tidak didengarkan salah punyaku favourite radio station tolong manajemen teknis noice diperbaiki menonton lagi terima kasih,netral,negatif,netral
1043,membantu mendengar podcast² nya,netral,netral,netral
1044,apknya bagus kontennya menarik kalau bikin versi situs web dekstop nya supaya buka laptop,netral,netral,netral
1045,balikin lagi mumas dahulu tertawa,netral,netral,netral
1046,dengar podcast yang dipause kadang podcastnya tereset ditunggu perbaikan,netral,negatif,netral
1047,jelek eror truss,netral,netral,negatif
1048,aplikasi bugs kendala tidak muatan konten bugnya field pengisian username,netral,netral,negatif
1049,gunung dengarkan radio hmm,netral,netral,netral
1050,ku kasih 5 b awas tidak bagus ya,netral,netral,netral
1051,tidak putar sudah uninstal instal tidak putar,netral,negatif,netral
1052,noice teman kerja santai ping asyik,netral,netral,netral
1053,bagus sekali aplikasinya keren tingkatkan ya ditunggu,netral,netral,netral
1054,malas dengarkan noice sudah kapitalis dengarkan podcast favorit ku bayar lebih baik spotify gratis,netral,netral,netral
1055,ilmu humor,netral,netral,netral
1056,maaf uninstal dahulu ya noice merasa sudah besar kah sampai konten yang ramai harus berbayar semoga tidak aku yang tidak suka terima kasih,netral,netral,netral
1057,iklan tidak artis coki terus kesel sekali,netral,netral,netral
1058,teman galaw saat,netral,netral,netral
1059,gila saja podcast noice lazada kopi kenangan podcast gila iklannya podcast kesel saja noice hebat kapitalis ya kemarin saat aku top naik koin membuka diary coki iklan nya hilang,netral,netral,netral
1060,eror episode sekarang pakai koin saran lebih baik langganan bulanan seperti aplikasi sebelah koin episode,netral,netral,negatif
1061,lucu trio kurnia,netral,netral,netral
1062,waahhh keren sebenarnya maaahhh,netral,netral,netral
1063,menghibur konten nya lengkap mantap,netral,netral,netral
1064,bayar tidak memang orang seperti yang miskin broo bagaimana sebenarnya,netral,netral,netral
1065,bermanfaat semoga,netral,netral,netral
1066,aplikasi bagus mendengarkan cerita santai mendengarkan cerita nya,netral,netral,netral
1067,mantap podcast seru kocak,netral,netral,netral
1068,dengar konten suruh bayar terima kasih deh eughhh,netral,netral,netral
1069,aku kasih bintang 5 gara-gara trio kurnia,netral,netral,netral
1070,berbayar trio kurnia auto unsubscribe uninstal bagus oleh noice,netral,netral,netral
1071,dengarkan menemani aktifitasku sehari2 bertambah semangat,netral,netral,netral
1072,kapitalis kalau sistemnya seperti spotify sebenarnya tidak apa-apa langganan buka konten vip semua tetapi kapitalis tingkat dewa koinnya buka 1 konten saja,netral,netral,netral
1073,coba instal,netral,netral,netral
1074,gaseru semenjak memakai coint,netral,netral,netral
1075,berbayar konten unsubscribe trio kurnia uniinstal noice oleh noice,netral,netral,netral
1076,mantap noice trio kurnia jaya jaya jaya,netral,netral,netral
1077,maaf noice kamu uninstl sudah gaasik vip koin2an huufffttt,netral,netral,netral
1078,kakak tolong tambahkan rigen firmawan dipodcast supaya seru degerin podcastya bintang deh 4 setuju noice semoga dibaca ditanggapi terima kasih,netral,netral,netral
1079,balikin ridwan remin kang molan woeee,netral,netral,netral
1080,maaf ya kaum kaum gratisan izin uninstall dahulu,netral,netral,netral
1081,noice pembaruannya ngilangin 10 detik notifikasi tolong balikin,negatif,netral,netral
1082,cuih menonton trio kurnia eps nenek maimunah saja bayar sudah mengikuti eps 1 ujung nya berbayar maaf uninstal,netral,netral,netral
1083,pakai koin koinan mengira noice tetap tidak berbayar,netral,netral,netral
1084,suka noice sopanstek,netral,netral,netral
1085,tidak senang vip konten reguler,netral,netral,netral
1086,konten menghibur teman dikala sepi menghampiri,netral,netral,netral
1087,menurutku noice bagus fitur fiturnya nyaman konten kontenya lengkap seru deh pokoknya,positif,netral,netral
1088,sistem pakai koin memang benar deh dengarkan spotify,netral,netral,netral
1089,kangen noice klik langsung dengarkan buka noice langsung buka koin dengarkan podcast ya,netral,netral,netral
1090,teman pengisi suntuk,netral,netral,netral
1091,podcast nya keren² menghibur audio nya ya stasiun radionya membanyaki ya,netral,positif,netral
1092,tolong kembalikan acara hahaland,netral,netral,netral
1093,aplikasi bagus sekali admin cocok yang lagi nyantai dengarkan podcast,netral,netral,netral
1094,sebel channel radio isinya musik,netral,netral,netral
1095,nge eror buntu logo,netral,netral,negatif
1096,salam ambon alhamdulillah dengar kebanyakan radio di ambon,netral,netral,netral
1097,pembaruan terbaru seperti awal-awal aplikasi noice out lagi dnger podcast saat dbuka dnger tidak dilanjut dengar tetapi mengulang dari edit terima kasih noice,netral,netral,netral
1098,vindes unduh aplikasi,netral,netral,netral
1099,aplikasi nya bagus seru seru cerita nya semangat konten,netral,netral,netral
1100,saya tidak tahu why dengarkan podcast suka berhenti plss perbaiki kalau salah karena suka sekali dengarkan podcast dinoice tetapi lelah sekali kalau suka berhenti,netral,negatif,negatif
1101,sekarang aplikasinya berhenti buka aplikasinya putar ulang bisa repot kalau lagi dijalan,netral,netral,negatif
1102,nama aplikasi nya tertawa lelah cari nya youtube lihat iklan tiktok saat cerita hantu,netral,netral,netral
1103,bagus sekali asliiiiiii perbanyak ya audiobooknya,netral,netral,netral
1104,aplikasi noice bermanfaat mengisi wajtu santai topicnya dibawakan ceria sukacita,netral,netral,netral
1105,tidak unduh dengarkan offline aneh nya,netral,negatif,netral
1106,donwload gara² penasaran iklan youtube mucul sebenarnya soleh bawa² gunting ingin menonton trio kurnia,netral,netral,netral
1107,lumayan dengarkan musuh masyarakat santai,netral,netral,netral
1108,noice widget pembaruan,netral,netral,netral
1109,pengguna telkomsel senang sekali mengaksesnya kuota,netral,netral,netral
1110,umtuk aplikasi bagus rekomendasi parah cman kali tba tba mati,netral,netral,negatif
1111,kakak suara setan nya seram sekali deh,netral,netral,netral
1112,pembaruan aplikasi podcast kap tidak dilanjutin,netral,netral,netral
1113,bagus sekali tidak bohong suka sekali takut hal suka,netral,netral,netral
1114,aplikasi seru menemani santai,netral,netral,netral
1115,unduh noice karena trio kurnia,netral,netral,netral
1116,mantap dengarkan podcast horror,netral,netral,netral
1117,mantap karya belajar,netral,netral,netral
1118,seru menemani santai,netral,netral,netral
1119,harapannya noice tidak iklan aplikasi sebelah,netral,netral,netral
1120,lambat sekali tidak dibuka,netral,netral,negatif
1121,kalau dikembangkan platform dekstop ya,netral,netral,netral
1122,oh ya admin desktop web begitu tertawa,netral,netral,netral
1123,trio kurnia kur kur kur kur,netral,netral,netral
1124,ceritanya bagus ku suka yang horror,netral,netral,netral
1125,bagus sekali ilmu daging aplikasi noice,netral,netral,netral
1126,aplikasi dengarkan orang mbaca naskah hadehhhh mbosenin,netral,netral,netral
1127,aplikasi niki kulo remen sanget,netral,netral,netral
1128,sebanyak itu saja dan lain lain podcast nya seru seru bagus menemukan acara pecah tidak paman coki tidak seru standup podcast kali kalau,netral,netral,netral
1129,apknya bagus saya kasih bintang 5 pokoknya ini aplikasi the terbaik sekali,netral,netral,netral
1130,aplikasi bagus sekali deh,netral,netral,netral
1131,suka sekali aplikasi nya penasaran karena sekali muncul iklan yutub saat sudah unduh dengerun podcast horor ketagihan dengarkan nambahin cerita horor dengar takut tertawa,netral,netral,netral
1132,teman berangkat pulang kerja inspirasi,netral,netral,netral
1133,bagus kontennya saran berkas didownload dikategorikan berdasarkan acara podcastnya kadang2 tidak sesuai riwayat unduh terima kasih aplikasinya,netral,netral,netral
1134,saran admin bikin acara ngundang orang seperti refferal begitu ngundang diundang kasih cuan,netral,netral,netral
1135,tolonh huat mirorring android tv via wifi dan lain lain supaya dengarkan tv,netral,netral,netral
1136,dengarkan podcast suka berhenti,netral,netral,negatif
1137,ingin sekali noice versi lite ponsel kentangku menjerit ukuran aplikasi versi yang pertimbangan tim nya noice untuk mewujudkan aspirasi pengguna ponsel kentang,netral,netral,netral
1138,pengalihan dari tautan aplikasinya,netral,netral,negatif
1139,kakak channel suara pantat tidak kalau tidak bintang 1,netral,netral,netral
1140,sopanstek aku instal aplikasi noice,netral,netral,netral
1141,obat kangen dengarkan cuap cuap diradio,netral,netral,netral
1142,menyesak sebenarnya merasakan feelnya tiba-tiba muncul iklan,netral,netral,netral
1143,kok upgrade yang terbaru nge eror ya unduh audio nya mendengarkan offline audionya berhenti tengah2 timing nya seperti sinyal ngelag sudah coba buka tutup aplikasi bersihin cache tetap saja offline coba daring lancar upgrade aman2 saja kalau dengarkan audio unduh nya offline diganti sistem dengarkan offline nya tetap daring dibikin terbatas memang ngebug ya,netral,netral,negatif
1144,suka noice iklannya menggangu mendengarkan podcast suka noice,netral,netral,netral
1145,unduh ingin dengarkan paman coki,netral,netral,netral
1146,seru memori langsung penuh bintang 3 saja ya karena tidak didownload memori ponsel yang dipakai lumayan besar kalau dengarkan itu,netral,netral,negatif
1147,sudah bagus pembaruan terima kasih noice,netral,netral,netral
1148,tingkatkan kualitas nya,netral,netral,netral
1149,semenjak pembaruan ada eror iklan mohon diperbaiki lagi ya admin,netral,netral,negatif
1150,bagus mudah buatnya hanya bingung bagaimana supaya podcast noice iklannya terima kasih,netral,netral,netral
1151,langganan nya tidak tampil profil eror kah tolong diperbaiki ya karena jadi susah cari channel yang sudah langganan,negatif,netral,netral
1152,the terbaik pokoknya bikin terhibur dengarkan diary cokay pardayday trio kurniaaaaaaaaa,netral,netral,netral
1153,mati audionya,netral,netral,negatif
1154,terima kasih sekali pengembangan aplikasi bermanfaat,netral,netral,netral
1155,aku masuk noice tidak ya aku lihat putar store tidak pembaruan,netral,netral,negatif
1156,seru sekali kali dengar cerita seseru,netral,netral,netral
1157,bagus aplikasi fitur membantu kehidupan sehari2,netral,netral,netral
1158,unduh noice gara-gara kurnia andre,netral,netral,netral
1159,keren ini aplikasi kalau tidak uncle coki aku tidak sebenarnya unduh ini aplikasi chaks hahahhha becanda bagus ini aplikasi rekomendasi yang senang dengarkan podcast,netral,netral,netral
1160,noice aplikasi yang sasaran kamu yang suka dengarkan saja,netral,netral,netral
1161,dahulu noice tagline nya grtis sekarang main koin2an,netral,netral,netral
1162,tolong aplikasinya diperbaiki mendengarkan podcast tidak nyaman tersendat2 menonton sinyal bagus kencang yang bawaannya emosi ini aplikasi isinya bagus-bagus nahan2 emosi loh mengetik bangsad sialan teman2nya,netral,netral,negatif
1163,terganggu iklanya masalah tidaknya iklan maslahnya iklanya hanya muter² saja tidak dengarkan kontenya,netral,negatif,netral
