,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
789,Download noice cuma buat dengerin scary things 🥲🥲,netral,netral,netral,download noice cuma buat dengerin scary things 🥲🥲,download noice cuma buat dengerin scary things   ,download noice cuma buat dengerin scary things,download noice dengerin scary things,unduh noice dengarkan takut hal
790,ok banget buat ingat ketuhan sesudah mendengar detektif astral...kerennnnn,netral,netral,netral,ok banget buat ingat ketuhan sesudah mendengar detektif astral...kerennnnn,ok banget buat ingat ketuhan sesudah mendengar detektif astral   kerennnnn,ok banget buat ingat ketuhan sesudah mendengar detektif astral   kerennnnn,ok banget ketuhan mendengar detektif astral kerennnnn,setuju sekali ketuhan mendengar detektif astral keren
791,Aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,netral,netral,negatif,aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,aplikasi nya jelek aneh gakbisa dibuka trs gaada jaringan udah dimasukin voucher kirain abis kuota pas dibuka masihttp susah masuk gaada jaringan gaada kuota tolong perbaikan,aplikasi nya jelek aneh gakbisa dibuka terus tidak ada jaringan sudah dimasukin voucher mengira habis kuota saat dibuka masihttp susah masuk tidak ada jaringan tidak ada kuota tolong perbaikan
792,"Kok NOICE di hp saya sering force close ya? Saya kan sering dengerin PODCAST TERBAIK DI ALAM SEMESTA MUSUH MASYARAKAT, lagi enak dengerin tiba-tiba force close dan harus ngulang lagi dari awal. Tolong dong solusinya PADUKA NOICE.",netral,netral,negatif,"kok noice di hp saya sering force close ya? saya kan sering dengerin podcast terbaik di alam semesta musuh masyarakat, lagi enak dengerin tiba-tiba force close dan harus ngulang lagi dari awal. tolong dong solusinya paduka noice.",kok noice di hp saya sering force close ya  saya kan sering dengerin podcast terbaik di alam semesta musuh masyarakat  lagi enak dengerin tiba tiba force close dan harus ngulang lagi dari awal  tolong dong solusinya paduka noice ,kok noice di hp saya sering force close ya  saya kan sering dengerin podcast terbaik di alam semesta musuh masyarakat  lagi enak dengerin tiba tiba force close dan harus ngulang lagi dari awal  tolong dong solusinya paduka noice,noice hp force close ya dengerin podcast terbaik alam semesta musuh masyarakat enak dengerin force close ngulang tolong solusinya paduka noice,noice ponsel memaksa close ya dengarkan podcast terbaik alam semesta musuh masyarakat enak dengarkan memaksa close mengulang tolong solusinya paduka noice
793,"download hanya mau dengerin podcast Tretan Muslim,Coki,dan Habib Ja'far",netral,netral,netral,"download hanya mau dengerin podcast tretan muslim,coki,dan habib ja'far",download hanya mau dengerin podcast tretan muslim coki dan habib ja far,download hanya mau dengerin podcast tretan muslim coki dan habib ja far,download dengerin podcast tretan muslim coki habib ja far,unduh dengarkan podcast tretan muslim coki habib saja jauh
794,"Heran sama pemikiran team team aplikasi ini, ga ngotak mana iklan setiap play nya lama + lama kelamaan per episode nya vip koin terbilang mahal. Kecewa bgt yg awal"" user friendly malah jadi gini nih app . Balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel. L UNTUK SEMUA YANG DINOICE",negatif,netral,netral,"heran sama pemikiran team team aplikasi ini, ga ngotak mana iklan setiap play nya lama + lama kelamaan per episode nya vip koin terbilang mahal. kecewa bgt yg awal"" user friendly malah jadi gini nih app . balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel. l untuk semua yang dinoice",heran sama pemikiran team team aplikasi ini  ga ngotak mana iklan setiap play nya lama   lama kelamaan per episode nya vip koin terbilang mahal  kecewa bgt yg awal  user friendly malah jadi gini nih app   balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel  l untuk semua yang dinoice,heran sama pemikiran team team aplikasi ini  ga ngotak mana iklan setiap play nya lama   lama kelamaan per episode nya vip koin terbilang mahal  kecewa bgt yg awal  user friendly malah jadi gini nih app   balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel  l untuk semua yang dinoice,heran pemikiran team team aplikasi ga ngotak iklan play nya episode nya vip koin terbilang mahal kecewa bgt yg user friendly gini nih app dengeri podcast spotify ga bikin jengkel l dinoice,heran pemikiran team team aplikasi tidak ngotak iklan putar nya episode nya vip koin terbilang mahal kecewa sekali yang pengguna friendly seperti ini ini aplikasi dengeri podcast spotify tidak bikin jengkel l dinoice
795,"So far gw demen ama noice ini, tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri, dan gw kudu buka noice dari awal lagi..gw gatau ini cuma di hp gw doang apa gmn..pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja.",netral,negatif,netral,"so far gw demen ama noice ini, tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri, dan gw kudu buka noice dari awal lagi..gw gatau ini cuma di hp gw doang apa gmn..pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja.",so far gw demen ama noice ini  tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri  dan gw kudu buka noice dari awal lagi  gw gatau ini cuma di hp gw doang apa gmn  pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja ,so far gw demen ama noice ini  tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri  dan gw kudu buka noice dari awal lagi  gw gatau ini cuma di hp gw doang apa gmn  pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja,so far gw demen ama noice gw gatau ya dengerin podcast noice gw buka apk tuh tiba2 podcast yg gw dengerin berhenti gw kudu buka noice gw gatau hp gw doang gmn pdhl apk nya udh gw perbarui tetep aja,jadi jauh aku suka sama noice aku tidak tahu ya dengarkan podcast noice aku buka aplikasi itu tiba-tiba podcast yang aku dengarkan berhenti aku harus buka noice aku tidak tahu ponsel aku saja bagaimana padahal aplikasi nya sudah aku perbarui tetap saja
796,Skrng noice kebanyakan iklannya Jir gak kek noice yg dlu,netral,netral,netral,skrng noice kebanyakan iklannya jir gak kek noice yg dlu,skrng noice kebanyakan iklannya jir gak kek noice yg dlu,skrng noice kebanyakan iklannya jir gak kek noice yg dlu,skrng noice kebanyakan iklannya jir gak kek noice yg dlu,sekarang noice kebanyakan iklannya anjing tidak seperti noice yang dahulu
797,"Beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh,wajib download kamu wajib, gk download nyesel berhari hari 5★★★★★",netral,netral,netral,"beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh,wajib download kamu wajib, gk download nyesel berhari hari 5★★★★★",beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh wajib download kamu wajib  gk download nyesel berhari hari 5     ,beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh wajib download kamu wajib  gk download nyesel berhari hari 5,beneran ya iya download apk sumpah gila bagus banget rasany ugh bagus deh wajib download wajib gk download nyesel berhari 5,benaran ya ya unduh aplikasi sumpah gila bagus sekali rasany ugh bagus deh wajib unduh wajib tidak unduh menyesal berhari 5
798,donlod noice hanya karena trio kurnia. tks,netral,netral,netral,donlod noice hanya karena trio kurnia. tks,donlod noice hanya karena trio kurnia  tks,donlod noice hanya karena trio kurnia  tks,donlod noice trio kurnia tks,donlod noice trio kurnia terima kasih
799,"Apk NOICE bikin kecewa,masak iya udh di hps dua kli masih kebanykan loding,pdahal udh di unistal dua kali,setlah kita donlowd lagi awal nya bisa,trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir,jringan nya juga tajam kok,udh nunggu 15 mnit masih loding hadeh,tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi.",netral,netral,negatif,"apk noice bikin kecewa,masak iya udh di hps dua kli masih kebanykan loding,pdahal udh di unistal dua kali,setlah kita donlowd lagi awal nya bisa,trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir,jringan nya juga tajam kok,udh nunggu 15 mnit masih loding hadeh,tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi.",apk noice bikin kecewa masak iya udh di hps dua kli masih kebanykan loding pdahal udh di unistal dua kali setlah kita donlowd lagi awal nya bisa trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir jringan nya juga tajam kok udh nunggu 15 mnit masih loding hadeh tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi ,apk noice bikin kecewa masak iya udh di hps dua kli masih kebanykan loding pdahal udh di unistal dua kali setlah kita donlowd lagi awal nya bisa trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir jringan nya juga tajam kok udh nunggu 15 mnit masih loding hadeh tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi,apk noice bikin kecewa masak iya udh hps kli kebanykan loding pdahal udh unistal kali setlah donlowd nya trus beberpa jam bukak hrs loding banget njir jringan nya tajam udh nunggu 15 mnit loding hadeh tolong pebarui kalo gini mles masak iya unistal,aplikasi noice bikin kecewa masak ya sudah hps kali kebanykan loding padahal sudah unistal kali setlah donlowd nya terus beberpa jam buka harus loding sekali sialan jringan nya tajam sudah menunggu 15 mnit loding hadeh tolong pebarui kalau seperti ini mles masak ya unistal
800,Kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi 👎👎👎,netral,netral,netral,kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi 👎👎👎,kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi    ,kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi,kalo dengerin podcasts top up yaaa perasaan pas awal2 booming g suruh top up gratis udh gitu iklan nya,kalau dengarkan podcasts top naik ya perasaan saat awal-awal booming tidak suruh top naik gratis sudah begitu iklan nya
801,Download Yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,netral,netral,netral,download yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,download yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,download yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,download yoo gampang tidur kalo dengerin cerita horor nya aplikasi nya ga mati in kalo hp nya ga buka pw nya,unduh ayo mudah tidur kalau dengarkan cerita horor nya aplikasi nya tidak mati ini kalau ponsel nya tidak buka posisi nyaman nya
802,Please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,netral,netral,netral,please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,please noice   untuk aplikasi di turunin keek  di apain gitu   chromebook gw kan versi murah yaaa  jd pas td ngerjain tugas kantor trus pengen dengerin noice   gw download lah   ternyata device tidak mendukung   mengsedihhhh  ,please noice   untuk aplikasi di turunin keek  di apain gitu   chromebook gw kan versi murah yaaa  jd pas td ngerjain tugas kantor trus pengen dengerin noice   gw download lah   ternyata device tidak mendukung   mengsedihhhh,please noice aplikasi turunin keek apain gitu chromebook gw versi murah yaaa jd pas td ngerjain tugas kantor trus pengen dengerin noice gw download device tidak mendukung mengsedihhhh,tolong noice aplikasi turunin keek apai begitu chromebook aku versi murah ya jadi saat tadi mengerjakan tugas kantor terus ingin dengarkan noice aku unduh device tidak mendukung mengsedihhhh
803,"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",netral,positif,netral,"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",noise adalah terbaik banyak pilihan lagu now   dan sound nya jernih dan tidak mengecewakan pelanggan  ,noise adalah terbaik banyak pilihan lagu now   dan sound nya jernih dan tidak mengecewakan pelanggan,noise terbaik pilihan lagu now sound nya jernih tidak mengecewakan pelanggan,noise terbaik pilihan lagu sekarang sound nya jernih tidak mengecewakan pelanggan
804,"Fitur lanjut dengerin, sangat menjengkelkan.",netral,negatif,netral,"fitur lanjut dengerin, sangat menjengkelkan.",fitur lanjut dengerin  sangat menjengkelkan ,fitur lanjut dengerin  sangat menjengkelkan,fitur dengerin menjengkelkan,fitur dengarkan menjengkelkan
805,banyak kisah yg buat nemenin hari2,netral,netral,netral,banyak kisah yg buat nemenin hari2,banyak kisah yg buat nemenin hari2,banyak kisah yg buat nemenin hari2,kisah yg nemenin hari2,kisah yang nemenin hari2
806,"Kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. Pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",netral,netral,netral,"kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",kayanya dlu gada deh iklan iklan kaya gini  ganggu banget   pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi  klo iklannya bentar ga masalah  ini lama banget ,kayanya dlu gada deh iklan iklan kaya gini  ganggu banget   pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi  klo iklannya bentar ga masalah  ini lama banget,kayanya dlu gada deh iklan iklan kaya gini ganggu banget pengen dengerin podcast keburu kedenger iklan jdi udh males aja buka lgi klo iklannya bentar ga banget,sepertinya dahulu tidak ada deh iklan iklan seperti seperti ini ganggu sekali ingin dengarkan podcast terlanjur kedenger iklan jadi sudah malas saja buka lagi kalau iklannya sebentar tidak sekali
807,asikk banget dengerin cerita nya,netral,netral,netral,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk sekali dengarkan cerita nya
808,Aplikasinya sangat bagus tentang cerita yang sangat seram di Indonesia 😄😄😄,netral,netral,netral,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia 😄😄😄,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia    ,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia,aplikasinya bagus cerita seram indonesia,aplikasinya bagus cerita seram indonesia
809,kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,netral,negatif,netral,kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,kenapa ya kalo semisal kita keluar aplikasi  pas lagi seru2 dengerin podcastnya suka mati sendiri    ,kenapa ya kalo semisal kita keluar aplikasi  pas lagi seru2 dengerin podcastnya suka mati sendiri,ya kalo aplikasi pas seru2 dengerin podcastnya suka mati,ya kalau aplikasi saat seru-seru dengarkan podcastnya suka mati
810,aplikasinya sangat bagus dan bermanfaat,netral,netral,netral,aplikasinya sangat bagus dan bermanfaat,aplikasinya sangat bagus dan bermanfaat,aplikasinya sangat bagus dan bermanfaat,aplikasinya bagus bermanfaat,aplikasinya bagus bermanfaat
811,"Kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",netral,negatif,netral,"kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",kirain kemarin gara  belum update app nya tapi tetep sama  podcast yang udah di download pas denger di luar app sering tiba  berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa     mlahan sekarang lebih parah yang udah di download ga bisa di putar  kalo mau di putar harus pake data       ,kirain kemarin gara  belum update app nya tapi tetep sama  podcast yang udah di download pas denger di luar app sering tiba  berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa     mlahan sekarang lebih parah yang udah di download ga bisa di putar  kalo mau di putar harus pake data,kirain kemarin gara update app nya tetep podcast udah download pas denger app berhenti pas putar ngulang ga tau podcast nya berhenti dimenit mlahan parah udah download ga putar kalo putar pake data,mengira kemarin gara pembaruan aplikasi nya tetap podcast sudah unduh saat dengar aplikasi berhenti saat putar mengulang tidak tahu podcast nya berhenti dimenit mlahan parah sudah unduh tidak putar kalau putar pakai data
812,"cerita nya bagus and seru bngt, cerita horor nya juga baguss",netral,netral,netral,"cerita nya bagus and seru bngt, cerita horor nya juga baguss",cerita nya bagus and seru bngt  cerita horor nya juga baguss,cerita nya bagus and seru bngt  cerita horor nya juga baguss,cerita nya bagus and seru bngt cerita horor nya baguss,cerita nya bagus dan seru sekali cerita horor nya bagus
813,"Huh, sekarang ada iklan dan banyak konten yg berbayar :)",netral,netral,netral,"huh, sekarang ada iklan dan banyak konten yg berbayar :)",huh  sekarang ada iklan dan banyak konten yg berbayar   ,huh  sekarang ada iklan dan banyak konten yg berbayar,huh iklan konten yg berbayar,huh iklan konten yang berbayar
814,bagus banget bisa denger cerita hororr,netral,netral,netral,bagus banget bisa denger cerita hororr,bagus banget bisa denger cerita hororr,bagus banget bisa denger cerita hororr,bagus banget denger cerita hororr,bagus sekali dengar cerita hororr
815,Terlalu banyak iklan sangat mengganggu,netral,netral,netral,terlalu banyak iklan sangat mengganggu,terlalu banyak iklan sangat mengganggu,terlalu banyak iklan sangat mengganggu,iklan mengganggu,iklan mengganggu
816,"Permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",netral,netral,netral,"permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",permisi  ini ga bisa apa kalo iklannya diilangin    ganggu banget tau gak   ò ó  彡   ,permisi  ini ga bisa apa kalo iklannya diilangin    ganggu banget tau gak   ò ó  彡,permisi ga kalo iklannya diilangin ganggu banget tau gak ò ó 彡,permisi tidak kalau iklannya dihilangkan ganggu sekali tahu tidak ò ó 彡
817,kalau ada coki dan tretan pasti pecah,netral,netral,netral,kalau ada coki dan tretan pasti pecah,kalau ada coki dan tretan pasti pecah,kalau ada coki dan tretan pasti pecah,coki tretan pecah,coki tretan pecah
818,Udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,netral,netral,netral,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice episode musuh masyarakat reuploder berkali kali,sudah unisntall noice episode musuh masyarakat reuploder berkali kali
819,"Dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",netral,netral,negatif,"dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar  sj buka yt tiktok pun aman  sj   apa ada kesalahan teknis ,dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar  sj buka yt tiktok pun aman  sj   apa ada kesalahan teknis,dh bgus tpi ko suka error suka loading sih pdhl jaringan lancar sj buka yt tiktok aman sj kesalahan teknis,deh bagus tetapi kok suka eror suka memuat sebenarnya padahal jaringan lancar saja buka yt tiktok aman saja kesalahan teknis
820,sampai saat ini klo trus seperti ini saya akan tambah bintang,netral,netral,netral,sampai saat ini klo trus seperti ini saya akan tambah bintang,sampai saat ini klo trus seperti ini saya akan tambah bintang,sampai saat ini klo trus seperti ini saya akan tambah bintang,klo trus bintang,kalau terus bintang
821,Percuma diinstall ga bisa dibuka,netral,netral,negatif,percuma diinstall ga bisa dibuka,percuma diinstall ga bisa dibuka,percuma diinstall ga bisa dibuka,diinstall ga dibuka,diinstall tidak dibuka
822,"Kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. Thanks untuk setahunnya, balik ke YTB dah.",netral,netral,netral,"kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. thanks untuk setahunnya, balik ke ytb dah.",kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua  sebagian besar konten yang gua suka sudah berbayar  thanks untuk setahunnya  balik ke ytb dah ,kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua  sebagian besar konten yang gua suka sudah berbayar  thanks untuk setahunnya  balik ke ytb dah,kayaknya udah ga relevan dah kaum mendang mending gua konten gua suka berbayar thanks setahunnya ytb dah,sepertinya sudah tidak relevan deh kaum mendang lebih baik aku konten aku suka berbayar terima kasih setahunnya ytb deh
823,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended GK nyesel gw download,netral,netral,netral,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,bagus suka dengerin cerita cocok banget sih rekomended gk nyesel gw download,bagus suka dengarkan cerita cocok sekali sebenarnya rekomended tidak menyesal aku unduh
824,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,netral,netral,netral,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk gabut tinggal dengerin noice serasa dongengin wkwk,the terbaik ini aplikasi gabut tinggal dengarkan noice serasa dongengin tertawa
825,Buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,netral,negatif,netral,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,noice iklan oke ganti episode iklan gak support ga dengerin eps 7 iklan eh abis yg play eps 10 pencet eps 7 iklan eps 10 tolong perbaiki bug bikin kaya ga,noice iklan ya ganti episode iklan tidak mendukung tidak dengarkan eps 7 iklan eh habis yang putar eps 10 pencet eps 7 iklan eps 10 tolong perbaiki eror bikin seperti tidak
826,"Baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. Buset dah. Kacau!",netral,netral,netral,"baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. buset dah. kacau!",baru cari cari channel radio  tiap ngecek dengerin iklan 2x  buset dah  kacau ,baru cari cari channel radio  tiap ngecek dengerin iklan 2x  buset dah  kacau,cari cari channel radio ngecek dengerin iklan 2x buset dah kacau,cari cari channel radio cek dengarkan iklan 2x buset deh kacau
827,Dah males kalo pake bayar2an,netral,netral,netral,dah males kalo pake bayar2an,dah males kalo pake bayar2an,dah males kalo pake bayar2an,dah males kalo pake bayar2an,deh malas kalau pakai bayar2an
828,saya kasih 3 dulu ya,netral,netral,netral,saya kasih 3 dulu ya,saya kasih 3 dulu ya,saya kasih 3 dulu ya,kasih 3 ya,kasih 3 ya
829,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,netral,netral,netral,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah apk karna peneman keren,seru sekali terima kasih ya aplikasi karena peneman keren
830,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,netral,netral,netral,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,apk bguss sieee trs layanan ny ramah ok sekian pacar jaemin bayy,aplikasi bguss sieee terus layanan nya ramah setuju sekian pacar jaemin bayy
831,Iklannya 6 kali dalam 1 episode,netral,netral,netral,iklannya 6 kali dalam 1 episode,iklannya 6 kali dalam 1 episode,iklannya 6 kali dalam 1 episode,iklannya 6 kali 1 episode,iklannya 6 kali 1 episode
832,"oke, good lah buet noicebook nya",netral,netral,netral,"oke, good lah buet noicebook nya",oke  good lah buet noicebook nya,oke  good lah buet noicebook nya,oke good buet noicebook nya,ya bagus buet noicebook nya
833,Gw download karna mau denger cokii ateis min,netral,netral,netral,gw download karna mau denger cokii ateis min,gw download karna mau denger cokii ateis min,gw download karna mau denger cokii ateis min,gw download karna denger cokii ateis min,aku unduh karena dengar cokii ateis admin
834,"Baru update. Iklan nya over banget ,parah",netral,netral,netral,"baru update. iklan nya over banget ,parah",baru update  iklan nya over banget  parah,baru update  iklan nya over banget  parah,update iklan nya over banget parah,pembaruan iklan nya alih sekali parah
835,bagus dan sangat menyenangkan sekali,netral,netral,netral,bagus dan sangat menyenangkan sekali,bagus dan sangat menyenangkan sekali,bagus dan sangat menyenangkan sekali,bagus menyenangkan,bagus menyenangkan
836,Ngespam yt gw aplikasi kon emg,netral,netral,netral,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt aku aplikasi kon memang
