,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
803,Please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,0,0,0,please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,please noiceuntuk aplikasi di turunin keekdi apain gituchromebook gw kan versi murah yaaajd pas td ngerjain tugas kantor trus pengen dengerin noicegw download lahternyata device tidak mendukungmengsedihhhh,please noiceuntuk aplikasi di turunin keekdi apain gituchromebook gw kan versi murah yaaajd pas td ngerjain tugas kantor trus pengen dengerin noicegw download lahternyata device tidak mendukungmengsedihhhh,please noiceuntuk aplikasi turunin keekdi apain gituchromebook gw versi murah yaaajd pas td ngerjain tugas kantor trus pengen dengerin noicegw download lahternyata device tidak mendukungmengsedihhhh,please noiceuntuk aplikasi turunin keekdi apai gituchromebook gue versi murah yaaajd pas tadi ngerjain tugas kantor terus pengin dengarkan noicegw download lahternyata device tidak mendukungmengsedihhhh,"['please', 'noiceuntuk', 'aplikasi', 'turunin', 'keekdi', 'apai', 'gituchromebook', 'gue', 'versi', 'murah', 'yaaajd', 'pas', 'tadi', 'ngerjain', 'tugas', 'kantor', 'terus', 'pengin', 'dengarkan', 'noicegw', 'download', 'lahternyata', 'device', 'tidak', 'mendukungmengsedihhhh']"
804,"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",0,1,0,"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",noise adalah terbaik banyak pilihan lagu now  dan sound nya jernih dan tidak mengecewakan pelanggan ,noise adalah terbaik banyak pilihan lagu now  dan sound nya jernih dan tidak mengecewakan pelanggan,noise terbaik pilihan lagu now sound nya jernih tidak mengecewakan pelanggan,noise terbaik pilihan lagu now sound nya jernih tidak mengecewakan pelanggan,"['noise', 'terbaik', 'pilihan', 'lagu', 'now', 'sound', 'nya', 'jernih', 'tidak', 'mengecewakan', 'pelanggan']"
805,"Fitur lanjut dengerin, sangat menjengkelkan.",0,-1,0,"fitur lanjut dengerin, sangat menjengkelkan.",fitur lanjut dengerin sangat menjengkelkan,fitur lanjut dengerin sangat menjengkelkan,fitur dengerin menjengkelkan,fitur dengarkan menjengkelkan,"['fitur', 'dengarkan', 'menjengkelkan']"
806,banyak kisah yg buat nemenin hari2,0,0,0,banyak kisah yg buat nemenin hari2,banyak kisah yg buat nemenin hari2,banyak kisah yg buat nemenin hari2,kisah yg nemenin hari2,kisah yang nemenin hari2,"['kisah', 'yang', 'nemenin', 'hari2']"
807,"Kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. Pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",0,0,0,"kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",kayanya dlu gada deh iklan iklan kaya gini ganggu banget pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi klo iklannya bentar ga masalah ini lama banget,kayanya dlu gada deh iklan iklan kaya gini ganggu banget pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi klo iklannya bentar ga masalah ini lama banget,kayanya dlu gada deh iklan iklan kaya gini ganggu banget pengen dengerin podcast keburu kedenger iklan jdi udh males aja buka lgi klo iklannya bentar ga banget,kayanya dulu enggak ada deh iklan iklan kaya begini ganggu banget pengin dengarkan podcast keburu kedenger iklan jadi sudah malas saja buka lagi kalau iklannya bentar enggak banget,"['kayanya', 'dulu', 'enggak', 'ada', 'deh', 'iklan', 'iklan', 'kaya', 'begini', 'ganggu', 'banget', 'pengin', 'dengarkan', 'podcast', 'keburu', 'kedenger', 'iklan', 'jadi', 'sudah', 'malas', 'saja', 'buka', 'lagi', 'kalau', 'iklannya', 'bentar', 'enggak', 'banget']"
808,asikk banget dengerin cerita nya,0,0,0,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk banget dengerin cerita nya,asikk banget dengarkan cerita nya,"['asikk', 'banget', 'dengarkan', 'cerita', 'nya']"
809,Aplikasinya sangat bagus tentang cerita yang sangat seram di Indonesia 😄😄😄,0,0,0,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia 😄😄😄,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia ,aplikasinya sangat bagus tentang cerita yang sangat seram di indonesia,aplikasinya bagus cerita seram indonesia,aplikasinya bagus cerita seram indonesia,"['aplikasinya', 'bagus', 'cerita', 'seram', 'indonesia']"
810,kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,0,-1,0,kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,kenapa ya kalo semisal kita keluar aplikasi pas lagi seru2 dengerin podcastnya suka mati sendiri ,kenapa ya kalo semisal kita keluar aplikasi pas lagi seru2 dengerin podcastnya suka mati sendiri,ya kalo aplikasi pas seru2 dengerin podcastnya suka mati,ya kalo aplikasi pas seru-seru dengarkan podcastnya suka mati,"['ya', 'kalo', 'aplikasi', 'pas', 'seru-seru', 'dengarkan', 'podcastnya', 'suka', 'mati']"
811,aplikasinya sangat bagus dan bermanfaat,0,0,0,aplikasinya sangat bagus dan bermanfaat,aplikasinya sangat bagus dan bermanfaat,aplikasinya sangat bagus dan bermanfaat,aplikasinya bagus bermanfaat,aplikasinya bagus bermanfaat,"['aplikasinya', 'bagus', 'bermanfaat']"
812,"Kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",0,-1,0,"kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",kirain kemarin gara belum update app nya tapi tetep sama podcast yang udah di download pas denger di luar app sering tiba berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa mlahan sekarang lebih parah yang udah di download ga bisa di putar kalo mau di putar harus pake data,kirain kemarin gara belum update app nya tapi tetep sama podcast yang udah di download pas denger di luar app sering tiba berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa mlahan sekarang lebih parah yang udah di download ga bisa di putar kalo mau di putar harus pake data,kirain kemarin gara update app nya tetep podcast udah download pas denger app berhenti pas putar ngulang ga tau podcast nya berhenti dimenit mlahan parah udah download ga putar kalo putar pake data,mengira kemarin gara update app nya tetap podcast sudah download pas dengar app berhenti pas putar ngulang enggak tau podcast nya berhenti dimenit mlahan parah sudah download enggak putar kalo putar pakai data,"['mengira', 'kemarin', 'gara', 'update', 'app', 'nya', 'tetap', 'podcast', 'sudah', 'download', 'pas', 'dengar', 'app', 'berhenti', 'pas', 'putar', 'ngulang', 'enggak', 'tau', 'podcast', 'nya', 'berhenti', 'dimenit', 'mlahan', 'parah', 'sudah', 'download', 'enggak', 'putar', 'kalo', 'putar', 'pakai', 'data']"
813,"cerita nya bagus and seru bngt, cerita horor nya juga baguss",0,0,0,"cerita nya bagus and seru bngt, cerita horor nya juga baguss",cerita nya bagus and seru bngt cerita horor nya juga baguss,cerita nya bagus and seru bngt cerita horor nya juga baguss,cerita nya bagus and seru bngt cerita horor nya baguss,cerita nya bagus and seru banget cerita horor nya bagus,"['cerita', 'nya', 'bagus', 'and', 'seru', 'banget', 'cerita', 'horor', 'nya', 'bagus']"
814,"Huh, sekarang ada iklan dan banyak konten yg berbayar :)",0,0,0,"huh, sekarang ada iklan dan banyak konten yg berbayar :)",huh sekarang ada iklan dan banyak konten yg berbayar ,huh sekarang ada iklan dan banyak konten yg berbayar,huh iklan konten yg berbayar,huh iklan konten yang berbayar,"['huh', 'iklan', 'konten', 'yang', 'berbayar']"
815,bagus banget bisa denger cerita hororr,0,0,0,bagus banget bisa denger cerita hororr,bagus banget bisa denger cerita hororr,bagus banget bisa denger cerita hororr,bagus banget denger cerita hororr,bagus banget dengar cerita hororr,"['bagus', 'banget', 'dengar', 'cerita', 'hororr']"
816,Terlalu banyak iklan sangat mengganggu,0,0,0,terlalu banyak iklan sangat mengganggu,terlalu banyak iklan sangat mengganggu,terlalu banyak iklan sangat mengganggu,iklan mengganggu,iklan mengganggu,"['iklan', 'mengganggu']"
817,"Permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",0,0,0,"permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",permisi ini ga bisa apa kalo iklannya diilangin ganggu banget tau gakòó彡,permisi ini ga bisa apa kalo iklannya diilangin ganggu banget tau gakòó彡,permisi ga kalo iklannya diilangin ganggu banget tau gakòó彡,permisi enggak kalo iklannya diilangin ganggu banget tau gakòó彡,"['permisi', 'enggak', 'kalo', 'iklannya', 'diilangin', 'ganggu', 'banget', 'tau', 'gakòó彡']"
818,kalau ada coki dan tretan pasti pecah,0,0,0,kalau ada coki dan tretan pasti pecah,kalau ada coki dan tretan pasti pecah,kalau ada coki dan tretan pasti pecah,coki tretan pecah,coki tretan pecah,"['coki', 'tretan', 'pecah']"
819,Udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,0,0,0,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,udah unisntall noice episode musuh masyarakat reuploder berkali kali,sudah unisntall noice episode musuh masyarakat reuploder berkali kali,"['sudah', 'unisntall', 'noice', 'episode', 'musuh', 'masyarakat', 'reuploder', 'berkali', 'kali']"
820,"Dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",0,0,-1,"dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar sj buka yttiktok pun aman sj apa ada kesalahan teknis,dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar sj buka yttiktok pun aman sj apa ada kesalahan teknis,dh bgus tpi ko suka error suka loading sih pdhl jaringan lancar sj buka yttiktok aman sj kesalahan teknis,deh bagus tapi kok suka error suka loading sih padahal jaringan lancar saja buka yttiktok aman saja kesalahan teknis,"['deh', 'bagus', 'tapi', 'kok', 'suka', 'error', 'suka', 'loading', 'sih', 'padahal', 'jaringan', 'lancar', 'saja', 'buka', 'yttiktok', 'aman', 'saja', 'kesalahan', 'teknis']"
821,sampai saat ini klo trus seperti ini saya akan tambah bintang,0,0,0,sampai saat ini klo trus seperti ini saya akan tambah bintang,sampai saat ini klo trus seperti ini saya akan tambah bintang,sampai saat ini klo trus seperti ini saya akan tambah bintang,klo trus bintang,kalau terus bintang,"['kalau', 'terus', 'bintang']"
822,Percuma diinstall ga bisa dibuka,0,0,-1,percuma diinstall ga bisa dibuka,percuma diinstall ga bisa dibuka,percuma diinstall ga bisa dibuka,diinstall ga dibuka,diinstall enggak dibuka,"['diinstall', 'enggak', 'dibuka']"
823,"Kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. Thanks untuk setahunnya, balik ke YTB dah.",0,0,0,"kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. thanks untuk setahunnya, balik ke ytb dah.",kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua sebagian besar konten yang gua suka sudah berbayar thanks untuk setahunnya balik ke ytb dah,kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua sebagian besar konten yang gua suka sudah berbayar thanks untuk setahunnya balik ke ytb dah,kayaknya udah ga relevan dah kaum mendang mending gua konten gua suka berbayar thanks setahunnya ytb dah,kayaknya sudah enggak relevan deh kaum mendang mending gua konten gua suka berbayar thanks setahunnya ytb deh,"['kayaknya', 'sudah', 'enggak', 'relevan', 'deh', 'kaum', 'mendang', 'mending', 'gua', 'konten', 'gua', 'suka', 'berbayar', 'thanks', 'setahunnya', 'ytb', 'deh']"
824,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended GK nyesel gw download,0,0,0,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended gk nyesel gw download,bagus suka dengerin cerita cocok banget sih rekomended gk nyesel gw download,bagus suka dengarkan cerita cocok banget sih rekomended enggak menyesal gue download,"['bagus', 'suka', 'dengarkan', 'cerita', 'cocok', 'banget', 'sih', 'rekomended', 'enggak', 'menyesal', 'gue', 'download']"
825,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,0,0,0,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,the best nih apk gabut tinggal dengerin noice serasa dongengin wkwk,the best nih aplikasi gabut tinggal dengarkan noice serasa dongengin wkwk,"['the', 'best', 'nih', 'aplikasi', 'gabut', 'tinggal', 'dengarkan', 'noice', 'serasa', 'dongengin', 'wkwk']"
826,Buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,0,-1,0,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,noice iklan oke ganti episode iklan gak support ga dengerin eps 7 iklan eh abis yg play eps 10 pencet eps 7 iklan eps 10 tolong perbaiki bug bikin kaya ga,noice iklan oke ganti episode iklan enggak support enggak dengarkan eps 7 iklan eh habis yang play eps 10 pencet eps 7 iklan eps 10 tolong perbaiki bug bikin kaya enggak,"['noice', 'iklan', 'oke', 'ganti', 'episode', 'iklan', 'enggak', 'support', 'enggak', 'dengarkan', 'eps', '7', 'iklan', 'eh', 'habis', 'yang', 'play', 'eps', '10', 'pencet', 'eps', '7', 'iklan', 'eps', '10', 'tolong', 'perbaiki', 'bug', 'bikin', 'kaya', 'enggak']"
827,"Baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. Buset dah. Kacau!",0,0,0,"baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. buset dah. kacau!",baru caricari channel radio tiap ngecek dengerin iklan 2x buset dah kacau,baru caricari channel radio tiap ngecek dengerin iklan 2x buset dah kacau,caricari channel radio ngecek dengerin iklan 2x buset dah kacau,caricari channel radio cek dengarkan iklan 2x buset deh kacau,"['caricari', 'channel', 'radio', 'cek', 'dengarkan', 'iklan', '2x', 'buset', 'deh', 'kacau']"
828,Dah males kalo pake bayar2an,0,0,0,dah males kalo pake bayar2an,dah males kalo pake bayar2an,dah males kalo pake bayar2an,dah males kalo pake bayar2an,deh malas kalo pakai bayar2an,"['deh', 'malas', 'kalo', 'pakai', 'bayar2an']"
829,saya kasih 3 dulu ya,0,0,0,saya kasih 3 dulu ya,saya kasih 3 dulu ya,saya kasih 3 dulu ya,kasih 3 ya,kasih 3 ya,"['kasih', '3', 'ya']"
830,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,0,0,0,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,seru banget makasih yah apk karna peneman keren,seru banget terima kasih ya aplikasi karena peneman keren,"['seru', 'banget', 'terima', 'kasih', 'ya', 'aplikasi', 'karena', 'peneman', 'keren']"
831,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,0,0,0,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,apk bguss sieee trs layanan ny ramah ok sekian pacar jaemin bayy,aplikasi bguss sieee terus layanan nya ramah ok sekian pacar jaemin bayy,"['aplikasi', 'bguss', 'sieee', 'terus', 'layanan', 'nya', 'ramah', 'ok', 'sekian', 'pacar', 'jaemin', 'bayy']"
832,Iklannya 6 kali dalam 1 episode,0,0,0,iklannya 6 kali dalam 1 episode,iklannya 6 kali dalam 1 episode,iklannya 6 kali dalam 1 episode,iklannya 6 kali 1 episode,iklannya 6 kali 1 episode,"['iklannya', '6', 'kali', '1', 'episode']"
833,"oke, good lah buet noicebook nya",0,0,0,"oke, good lah buet noicebook nya",oke good lah buet noicebook nya,oke good lah buet noicebook nya,oke good buet noicebook nya,oke good buet noicebook nya,"['oke', 'good', 'buet', 'noicebook', 'nya']"
834,Gw download karna mau denger cokii ateis min,0,0,0,gw download karna mau denger cokii ateis min,gw download karna mau denger cokii ateis min,gw download karna mau denger cokii ateis min,gw download karna denger cokii ateis min,gue download karena dengar cokii ateis min,"['gue', 'download', 'karena', 'dengar', 'cokii', 'ateis', 'min']"
835,"Baru update. Iklan nya over banget ,parah",0,0,0,"baru update. iklan nya over banget ,parah",baru update iklan nya over banget parah,baru update iklan nya over banget parah,update iklan nya over banget parah,update iklan nya over banget parah,"['update', 'iklan', 'nya', 'over', 'banget', 'parah']"
836,bagus dan sangat menyenangkan sekali,0,0,0,bagus dan sangat menyenangkan sekali,bagus dan sangat menyenangkan sekali,bagus dan sangat menyenangkan sekali,bagus menyenangkan,bagus menyenangkan,"['bagus', 'menyenangkan']"
837,Ngespam yt gw aplikasi kon emg,0,0,0,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt gw aplikasi kon emg,ngespam yt gue aplikasi kon memang,"['ngespam', 'yt', 'gue', 'aplikasi', 'kon', 'memang']"
838,"Noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. Tapi saran saya kenapa harus ada yang VIP kenapa gak gratis semua apa bedanya sih yang VIP sama dengan yang tidak VIP",0,0,0,"noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip",noice cocok buat dengerin semua cerita apa aja tentang horor kehidupan dll tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip,noice cocok buat dengerin semua cerita apa aja tentang horor kehidupan dll tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip,noice cocok dengerin cerita aja horor kehidupan dll saran vip gak gratis bedanya sih vip tidak vip,noice cocok dengarkan cerita saja horor kehidupan dll saran vip enggak gratis bedanya sih vip tidak vip,"['noice', 'cocok', 'dengarkan', 'cerita', 'saja', 'horor', 'kehidupan', 'dll', 'saran', 'vip', 'enggak', 'gratis', 'bedanya', 'sih', 'vip', 'tidak', 'vip']"
839,Bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,0,0,0,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus pas top up iklannya banget tolong diperbaiki yaa,bagus pas top up iklannya banget tolong diperbaiki ya,"['bagus', 'pas', 'top', 'up', 'iklannya', 'banget', 'tolong', 'diperbaiki', 'ya']"
840,"Apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",0,-1,0,"apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini tolong diperbaiki lagi apps nya,apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini tolong diperbaiki lagi apps nya,apps nya udh bagus tp ya dengerin apps nya tuh suka berhenti ulang dr lg nggak gini tolong diperbaiki apps nya,apps nya sudah bagus tapi ya dengarkan apps nya tuh suka berhenti ulang dari lagi enggak begini tolong diperbaiki apps nya,"['apps', 'nya', 'sudah', 'bagus', 'tapi', 'ya', 'dengarkan', 'apps', 'nya', 'tuh', 'suka', 'berhenti', 'ulang', 'dari', 'lagi', 'enggak', 'begini', 'tolong', 'diperbaiki', 'apps', 'nya']"
841,"Tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",0,-1,-1,"tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",tolong perbaiki  update aplikasinya karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut lalu berhenti lagi lalu lanjut lagi seperti itu terus menurut saya itu bugs yg baru ada,tolong perbaiki  update aplikasinya karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut lalu berhenti lagi lalu lanjut lagi seperti itu terus menurut saya itu bugs yg baru ada,tolong perbaiki update aplikasinya kali dengarkan podcast tiba2 berhenti berhenti bugs yg,tolong perbaiki update aplikasinya kali dengarkan podcast tiba-tiba berhenti berhenti bugs yang,"['tolong', 'perbaiki', 'update', 'aplikasinya', 'kali', 'dengarkan', 'podcast', 'tiba-tiba', 'berhenti', 'berhenti', 'bugs', 'yang']"
842,kerren cu paling asyik buat di ajak nongkrong,0,0,0,kerren cu paling asyik buat di ajak nongkrong,kerren cu paling asyik buat di ajak nongkrong,kerren cu paling asyik buat di ajak nongkrong,kerren cu asyik ajak nongkrong,kerren cu asyik ajak nongkrong,"['kerren', 'cu', 'asyik', 'ajak', 'nongkrong']"
843,Terlalu banyak iklan. Gk ada fitur skip iklan kayak youtube,0,0,0,terlalu banyak iklan. gk ada fitur skip iklan kayak youtube,terlalu banyak iklan gk ada fitur skip iklan kayak youtube,terlalu banyak iklan gk ada fitur skip iklan kayak youtube,iklan gk fitur skip iklan kayak youtube,iklan enggak fitur skip iklan kayak youtube,"['iklan', 'enggak', 'fitur', 'skip', 'iklan', 'kayak', 'youtube']"
844,Makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,0,0,0,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,kesini konten nya kebanyakan berbayar ngga manfaatkan fitur iklan sih cari duitnya kaya youtube udah pake paket data hrs bayar konten,kesini konten nya kebanyakan berbayar enggak manfaatkan fitur iklan sih cari duitnya kaya youtube sudah pakai paket data harus bayar konten,"['kesini', 'konten', 'nya', 'kebanyakan', 'berbayar', 'enggak', 'manfaatkan', 'fitur', 'iklan', 'sih', 'cari', 'duitnya', 'kaya', 'youtube', 'sudah', 'pakai', 'paket', 'data', 'harus', 'bayar', 'konten']"
845,Kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,0,-1,-1,kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,kenapa ya sekarang pas dengerin tiba tiba mati sendiripadahal sleep timer nya mati,kenapa ya sekarang pas dengerin tiba tiba mati sendiripadahal sleep timer nya mati,ya pas dengerin mati sendiripadahal sleep timer nya mati,ya pas dengarkan mati sendiripadahal sleep timer nya mati,"['ya', 'pas', 'dengarkan', 'mati', 'sendiripadahal', 'sleep', 'timer', 'nya', 'mati']"
846,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,0,0,0,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus pengisi yg inspiratif pendengan deddyisuu,luarbiasa bagus pengisi yang inspiratif pendengan deddyisuu,"['luarbiasa', 'bagus', 'pengisi', 'yang', 'inspiratif', 'pendengan', 'deddyisuu']"
847,Makin aneh aja ini apk. Anehnya apa?. Jawaban udah di wakilkeun oleh komentar lain. 😂,0,0,0,makin aneh aja ini apk. anehnya apa?. jawaban udah di wakilkeun oleh komentar lain. 😂,makin aneh aja ini apk anehnya apa jawaban udah di wakilkeun oleh komentar lain ,makin aneh aja ini apk anehnya apa jawaban udah di wakilkeun oleh komentar lain,aneh aja apk anehnya udah wakilkeun komentar,aneh saja aplikasi anehnya sudah wakilkeun komentar,"['aneh', 'saja', 'aplikasi', 'anehnya', 'sudah', 'wakilkeun', 'komentar']"
